post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Monastir, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sousse, Sousse, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sfax, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-06,Técnico/a Superior de Comunicação E Educação Ambiental,"Descrição da EmpresaO Clan é a primeira solução de emprego 100% digital para candidatos e colaboradores, desenvolvida pela Multipessoal. Através do Clan, é possível realizar e acompanhar online todos os passos da jornada dos profissionais, de uma forma inovadora, acessível, cómoda e ágil. Junta-te a nós em clan.ptDescrição da FunçãoDescrição A Multipessoal, em estreita colaboração com a AgdA - Águas Públicas do Alentejo, S.A., encontra-se a desenvolver um processo de seleção para Técnico/a superior de Comunicação e Educação Ambiental. Responsabilidades - Assegura o desenvolvimento das atividades no âmbito da comunicação interna e externa, nomeadamente elaboração e operacionalização do plano estratégico de comunicação empresarial e marketing da empresa; garantia da adequada divulgação de informação institucional via conferências de imprensa, anúncios, iniciativas socioculturais, eventos e filmes institucionais; garantia da adequada publicação de informações relevantes para a empresa; - Assegura o desenvolvimento das atividades no âmbito de educação e sensibilização ambiental, nomeadamente a gestão do programa de educação ambiental, assegurando a promoção e divulgação de informações e iniciativas da empresa nos diversos meios (e.g., site, media, internamente por e-mail, municípios); promoção de ações de sensibilização ambiental nas escolas, agrupamentos escolares, bem como formações para adultos; programação de visitas escolares às infraestruturas do sistema da parceria; e outras atividades congéneres; - Assegura o desenvolvimento das atividades no âmbito de relações públicas, nomeadamente participação nas atividades sociais dos municípios, designadamente, patrocínio de eventos locais, organização de eventos sociais internos, elaboração de parcerias com entidades externas, avaliação da perceção da empresa por parte da população dos municípios (e.g., através de notícias, reclamações, sugestões, inquéritos) e sugestão de ações de melhora; e outras atividades congéneres; - Assegura o desenvolvimento das atividades no âmbito de parcerias, nomeadamente gestão de parcerias com entidades externas especializadas em comunicação e imagem e outros prestadores de serviço externos; e outras atividades congéneres; - Assegura a execução e contribui para os procedimentos e atividades associadas ao Sistemas de Gestão implementados na empresa, identificando e propondo sugestões de melhoria contínua, garantindo a otimização dos processos de trabalho e cumprindo com as normas e legislação em vigor. Requisitos - Licenciatura ou Mestrado em Comunicação Social, Marketing ou equivalente; - Domínio de Microsoft Office e de ferramentas de comunicação; - Capacidade de comunicação, planeamento e organização; - Boa capacidade de relacionamento interpessoal e de trabalho em equipa; - Forte capacidade de análise de dados e orientação para resultados; - Dinamismo, iniciativa e proatividade; - Carta de condução de veículos ligeiros. Local de Trabalho: - Beja, SedeLocalização Beja, Portugal",Clan by Multipessoal,"Béja, Béja, Tunisia",Entry level,Full-time,Information Technology,Human Resources Services
2024-06,Senior Country Manager - Tunisia,"Global money movement, simplified! Powering global payments across 7.5 billion bank accounts, 6 billion cards, and 2.1 billion wallets 121 banking partnerships, 210+ send countries, 140+ receive countriesTerraPay is the pulse of global payments innovation. We're the bridge that connects people and businesses worldwide, empowering them to effortlessly send, receive, and manage money across borders.We have repositioned ourselves as a global money movement player that helps businesses manage their global payments for local payout needs through our extensive network.Regulated across over 30 diverse markets, TerraPay stands out as the sole payment provider with such a broad reach. We harmonize the complexities of global money movement, orchestrating seamless transactions that transcend borders and cultures. We are driven by a commitment to inclusion and fuelled by innovative technology, we're reshaping the financial landscape, ensuring that international transactions are secure, swift, and hassle-free. Join us in simplifying global money movement with TerraPay.RequirementsResponsibilities:The Country Manager will prospect and hunt for new partners across his/her locals, as a single contributor. The candidate will need to be target driven and have a passion and ownership to deliver results and establish/maintain/grow partnerships. Direct involvement from prospecting, executing and taking partners live. Creating and executing the overall sales and business development plan for TerraPay across the respective locals. Hands on management of the end-to-end sales cycle, including lead generation, managing live accounts, and working closely with C suites to close deals. Developing and managing strategic partnerships with Banks, FinTech, Money Remittance companies and other relevant financial institutions. Support customer requests and exploring new opportunities to add value to TerraPay's proposition. Ensure excellent communication and internal coordination to roll-out new services taking into accounts market specificity (regulation, competition etc) Attend tradeshows, source leads, follow sales processes and report back to the regional Middle-East director. Ensure all specific reporting within required period including full use of CRM tool with precision. Provide timely feedback to line manager about pipeline, performance, sales activity, account management, market trends, challenges, opportunities and strategy. Candidate should be responsible for keeping the commercial structure healthy and profitable for both Fee and FXCandidate should be able to coordinate with colleagues to create synergies between send region and receive region Ensure account retention, contractual health, and maximum satisfaction of partners. Initiate and maintain a strong link between partners and back-office services to ease communication and facilitate the resolution of any issues. Identify recent market trends, relevant events, and competitors announcements. Effectively communicate the needs of your partners to the support team. Frequent travel to your respective locals. Qualifications:Bachelor's Degree (MBA is a plus).  Mandatory knowledge of the Payments industry within the region. 10+ years of direct B2B work experience within Banks, Payments, Fintech, Financial Services companies, as business development or partnership roles. Results-oriented with great skills in communication, organization, and negotiation Great networking skills with a solid portfolio of banking-Fintech professionals. CRM proficiency is necessary. Willing to travel 50% of the time. Collaborative, able to accept and create change. Adaptable to change. Strong understanding of customer, market dynamics and requirements Ensure effective working relationships with all partners, third parties and internal colleagues. Proactive with a solid sense of ownership. Excellent attention to detail. Analytical thinker/Problem Solver. Fluent in English and Arabic Cross-cultural - you enjoy working with a multicultural team Start date: immediateBenefitsA competitive compensation package, including performance bonusesJoin a global team with members from 45+ different nationalities spread across 5 continentsCompetitive days holidays + national holidays and birthday leave",TerraPay,"Tunis, Tunisia",Mid-Senior level,Full-time,Business Development,Primary and Secondary Education and Non-profit Organizations
2024-07,"Programs Intern, Tunisia","Are you passionate about entrepreneurship and eager to make a meaningful impact this summer? We are seeking a dynamic and motivated Programs Intern to join our team in Tunis. As an intern, you will play a vital role in assisting with the day-to-day operations of our Programs Team and work on a very exciting project, the Green Growth and Jobs Accelerator Project (GGJAP), helping to shape the success of our SMEs community in Tunisia. This internship will provide you with valuable hands-on experience, networking opportunities, and exposure to the exciting world of entrepreneurship. Join us this summer and be a part of our mission to empower startups to achieve their full potential!Main Responsibilities:Support the Programs Team in day-to-day operations, including drafting the program operations calendarAssist in recruitment efforts for mentors and coachesHandle inquiries from new and current startups, providing them with valuable information and supportAssist in planning and executing major events, managing logistics, and RSVPsCollect feedback on training sessions, mentorship relationships, and internal events, contributing to continuous improvement effortsFollow up with startups on deliverables and milestones to ensure progressResearch entrepreneurship training and best practices, staying up-to-date with industry trendsCollaborate with team members to achieve program goals and objectivesParticipate in team meetings and contribute ideas for process improvement and innovationTake on additional tasks and responsibilities as assigned by the Programs TeamRequirementsCurrently pursuing a Bachelor's in Business, Marketing, or any related fieldExcellent communication skills, in French and English both written and verbalStrong organizational skills with attention to detailAbility to manage multiple tasks and work in a fast-paced environmentProactive and resourceful with a strong desire to learnPassionate about entrepreneurship and innovationAbility to work independently and collaboratively in a fast-paced, agile environmentFriendly and energetic attitude, with a willingness to learn and contribute to a positive team cultureBenefitsWhat's in it for you?Get the chance to work with high-potential growth startups and bright entrepreneurs from different backgroundsEngage in the buzzing startup community in the MENA regionWork in an environment supporting creativity and proactivity, and be part of a small dynamic teamFlexible working hoursPaid internship",Flat6Labs,"Tunis, Tunisia",Internship,Full-time,Other,Primary and Secondary Education and Non-profit Organizations
2024-07,Ingénieur Electricité,"Nous recherchons un(e) électricien(ne) expérimenté(e) pour rejoindre notre équipe de maintenance à l'hôtel Marriott Sunrise Palace. Le candidat idéal possède une solide expérience dans les systèmes électriques, la maintenance et les réparations, de préférence dans un environnement hôtelier. Vous serez responsable de garantir le bon fonctionnement et la sécurité des systèmes électriques de l'hôtel, de répondre aux besoins des clients avec excellence et de maintenir les normes de sécurité les plus élevées.",Sunrise Palace Hôtel,"Délégation Djerba Houmet Souk, Médenine, Tunisia",Full-time,,,
2024-07,"Commercial ""Distribution"" (H/F)","Description de l'entrepriseEdifis Groupest une entreprise leaderd'importation et de distribution d'équipements sanitaires. Nous sommes les représentants exclusifs de grandes entreprises européennes, dont notamment la marque suisse Geberit et lesmarques allemandes Hansgrohe et Axor enTunisie.Vous souhaitez donner à votre carrière de nouvelles perspectives, poursuivre des challenges permanents et intégrer une entreprise en plein développement ? Vous avez le sens commercial, de la persuasion, de la pugnacité, une capacité de négociation et d’écoute, un comportement orienté vers l'atteinte des objectifs: ce poste est fait pour vous.Ce que nous offrons : un environnement de travail caractérisé par des normes élevées et un enthousiasme pour ce que nous faisons. Nos employés bénéficient d'un environnement de travail positif avec beaucoup de créativité et de flexibilité. Nous promouvons leur performance avec des programmes de formation professionnelleet diverses perspectives de carrière., Description du posteRattaché(e) au DépartementCommercial, vous serezl’ambassadeur de notre société sur votre secteur géographique.Vous serez l’intermédiaire entre le siège et le terrain sur votre périmètre, à travers la diffusion de la stratégie et de la politique commerciale.Dans ce cadre, vous interviendrez sur :Le développement commercial des clients ;L’identification de nouveaux clients / prospects ;Le suivi et l’animation des affaires ;La participation et la préparation des réunions commerciales (prévisions de ventes). Vous aurez pour principalesmissionsde :Encadrer, motiver et gérer les responsables des différents distributeursde votre périmètre, afin d’optimiser les indicateurs de performances ;Établir des devis et des offres commerciales ;Veillerà l’application des différentes opérations commerciales ;Fidéliser vos clients par un suivi rigoureux de vos engagements et générer la meilleure satisfaction client ;Assurer un reporting administratif de vos actions auprès de nos services internes et donner des prévisions fiables de ventes et de suivi des clients. , QualificationsDe formationBac / Bac+2 en commerce, vous disposez d’une première expérience réussie sur une fonction similaire. Informations supplémentairesVous êtes organisé(e), structuré(e), méthodique et vous disposez de réelles capacités d’écoute et de communication ;Vous avez acquis le sens de la Relations Clients, une aisance relationnelle au téléphone et de bonnes aptitudes rédactionnelles ;Vous êtes également force de proposition pour développer des actions commerciales ;Vous êtes mobile.",Edifis Group,"La Marsa, Tunis, Tunisia",Mid-Senior level,Full-time,Sales and Business Development,Wholesale Building Materials
2024-02,"Oferta de emprego: Formador e-learning - ação de formação em ""E-Formador""","Oferta de emprego: Formador e-learning - ação de formação em ""E-Formador"":Traininghouse, LdaDescrição Do EmpregoFormador e-learning - ação de formação em ""E-Formador""»Traininghouse, Lda»Ref: 7091502»4-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Traininghouse Formação, entidade formadora acreditada pela DGERT procura e-formadores para o curso mencionado no assunto.Referência Da OfertaFormação na área Experiência em formação à distância, dinamização de conteúdos e de fóruns ou curso de e-formador Posse de CCP de formadorOs interessados devem enviar a seguinte informação para o e-mail *** Candidatura Online *** Referência da oferta: atualizado","Traininghouse, Formação Certificada","Béja, Béja, Tunisia",Entry level,Full-time,Human Resources,Education Administration Programs
,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sousse, Sousse, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-05,Country Procurement and RCM Manager H/F,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Country Procurement and RCM Manager H/F, poste basé à Tunis (Tunisie).Notre client est un groupe bancaire international fondé en 1930, originaire du Moyen-Orient, qui occupe une position de premier plan dans de nombreux marchés et centres financiers à travers les cinq continents. Son objectif principal est de contribuer au développement économique et financier en offrant des services diversifiés et de haute qualité.Proposant une vaste gamme de produits et services financiers, ses domaines d'activité principaux englobent les services bancaires pour les particuliers, les professionnels et les entreprises.Dans le cadre de la croissance de ses activités en Tunisie, notre client recrute un(e) :Country Procurement and RCM Manager H/FPoste basé à Tunis (Tunisie)Vos Principales Missions Seront De Gérer l'exécution des transactions d'achat quotidiennes, des loyers, des renouvellements de contrats, des actifs saisis, de l'entretien et des mises à niveau, des véhicules et d'autres services externalisés ; Gérer l'élaboration et la mise en oeuvre de plans de stratégies d'achat à court et à long terme ; Maintenir un stock stratégique d'articles qui couvrent les besoins de la Banque pour une durée raisonnable ; Gérer les travaux de maintenance et assurer la continuité et le bon fonctionnement des services publics, des infrastructures et des systèmes de sécurité de la Banque et de l'énergie ; Surveiller la performance des services fournis pour les fonctions externalisées telles que l'entretien des bâtiments, les fournitures, la sécurité, le nettoyage, etc... Gérer les projets d'approvisionnement et de RCM pour soutenir et répondre aux besoins des départements et fonctions concernés ; S'assurer que les exigences relatives aux consommables, à la maintenance sont satisfaite dans les délais.De Formation Ecole de Commerce/Ingénieur.Vous avez une expérience confirmée dans un poste similaire dans la Logistique.Vous avez une bonne capacité de communication, à l'oral comme à l'écrit en Français et en Anglais.L'écoute, la capacité de négociation, la curiosité, l'ouverture d'esprit et la résilience sont vos atouts pour réussir dans ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt15213F » sur notre site www.talentup.com ou par email à vt15213f-145@talentup.net",Talentup,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Purchasing and Supply Chain,Human Resources Services
2024-06,Creative Assistant,"Our client is a leading marketing agency specializing in serving tech-ed businesses. With a focus on delivering innovative and results-driven marketing solutions, they help clients enhance their online presence, drive traffic, and generate leads.We are seeking a talented and creative Creative Assistant who specializes in creating and editing videos and image posts for organic social media. The ideal candidate will have experience using Canva to produce engaging and visually appealing content. Our client is a marketing agency serving tech-ed businesses, and this role will play a crucial role in enhancing their online presence and driving engagement.Responsibilities:Video and Image Creation:Create captivating video and image content tailored for various social media platforms, including but not limited to Instagram, Facebook, Twitter, and LinkedIn. Develop visually stunning graphics, animations, and videos that align with client branding and messaging. Canva Expertise:Utilize proficiency in Canva to edit and enhance video and image content, incorporating effects, filters, and text overlays to optimize engagement. Stay updated on new features and functionalities of Canva to leverage their full potential in content creation. Content Strategy Alignment:Collaborate with the marketing team to align content creation with overall social media and marketing strategies. Ensure that all content meets brand guidelines and resonates with the target audience of tech-ed businesses. Engagement Optimization:Monitor social media performance metrics and analyze audience engagement to optimize content strategy and maximize reach and interaction. Experiment with different formats, styles, and content types to identify trends and opportunities for increased engagement. Client Collaboration:Work closely with clients to understand their objectives, preferences, and feedback, ensuring that content meets their expectations and drives desired outcomes. Provide regular updates and reports on content performance and recommendations for improvement. Qualifications:Proven experience in creating and editing videos and images for organic social media, with a strong portfolio showcasing previous work. Proficiency in Canva with the ability to produce high-quality content efficiently. Knowledge of social media platforms and trends, with a keen understanding of what drives engagement and interaction. Excellent creative skills with a strong eye for design and aesthetics. Strong communication and collaboration skills, with the ability to work effectively in a team environment and with clients. Experience working with tech-ed businesses or within a marketing agency environment is a plus. If you are passionate about creating compelling social media content and thrive in a fast-paced, dynamic environment, we invite you to join our client's team and contribute to their success.Application Process:To be considered for this role these steps need to be followed:Fill in the application formRecord a video showcasing your skill sets",Project Growth,"Tunis, Tunisia",Entry level,Contract,"Design, Art/Creative, and Information Technology",Marketing Services
2024-06,Técnico/a Superior de Comunicação E Educação Ambiental,"Descrição da EmpresaO Clan é a primeira solução de emprego 100% digital para candidatos e colaboradores, desenvolvida pela Multipessoal. Através do Clan, é possível realizar e acompanhar online todos os passos da jornada dos profissionais, de uma forma inovadora, acessível, cómoda e ágil. Junta-te a nós em clan.ptDescrição da FunçãoDescrição A Multipessoal, em estreita colaboração com a AgdA - Águas Públicas do Alentejo, S.A., encontra-se a desenvolver um processo de seleção para Técnico/a superior de Comunicação e Educação Ambiental. Responsabilidades - Assegura o desenvolvimento das atividades no âmbito da comunicação interna e externa, nomeadamente elaboração e operacionalização do plano estratégico de comunicação empresarial e marketing da empresa; garantia da adequada divulgação de informação institucional via conferências de imprensa, anúncios, iniciativas socioculturais, eventos e filmes institucionais; garantia da adequada publicação de informações relevantes para a empresa; - Assegura o desenvolvimento das atividades no âmbito de educação e sensibilização ambiental, nomeadamente a gestão do programa de educação ambiental, assegurando a promoção e divulgação de informações e iniciativas da empresa nos diversos meios (e.g., site, media, internamente por e-mail, municípios); promoção de ações de sensibilização ambiental nas escolas, agrupamentos escolares, bem como formações para adultos; programação de visitas escolares às infraestruturas do sistema da parceria; e outras atividades congéneres; - Assegura o desenvolvimento das atividades no âmbito de relações públicas, nomeadamente participação nas atividades sociais dos municípios, designadamente, patrocínio de eventos locais, organização de eventos sociais internos, elaboração de parcerias com entidades externas, avaliação da perceção da empresa por parte da população dos municípios (e.g., através de notícias, reclamações, sugestões, inquéritos) e sugestão de ações de melhora; e outras atividades congéneres; - Assegura o desenvolvimento das atividades no âmbito de parcerias, nomeadamente gestão de parcerias com entidades externas especializadas em comunicação e imagem e outros prestadores de serviço externos; e outras atividades congéneres; - Assegura a execução e contribui para os procedimentos e atividades associadas ao Sistemas de Gestão implementados na empresa, identificando e propondo sugestões de melhoria contínua, garantindo a otimização dos processos de trabalho e cumprindo com as normas e legislação em vigor. Requisitos - Licenciatura ou Mestrado em Comunicação Social, Marketing ou equivalente; - Domínio de Microsoft Office e de ferramentas de comunicação; - Capacidade de comunicação, planeamento e organização; - Boa capacidade de relacionamento interpessoal e de trabalho em equipa; - Forte capacidade de análise de dados e orientação para resultados; - Dinamismo, iniciativa e proatividade; - Carta de condução de veículos ligeiros. Local de Trabalho: - Beja, SedeLocalização Beja, Portugal",Clan by Multipessoal,"Béja, Béja, Tunisia",Entry level,Full-time,Information Technology,Human Resources Services
2023-11,Anúncio de emprego: Recruta-se Formador/a para Beja: 10746-Segurança e Saúde no Trabalho-situ,"Anúncio de emprego: Recruta-se Formador/a para Beja: 10746-Segurança e Saúde no Trabalho-situ:Mutação - Consultoria, Estudos e Serv. FormaçãoDescrição Do EmpregoAnúncio de emprego:Recruta-se Formador/a para Beja: 10746-Segurança e Saúde no Trabalho-situações epidémicas/pandémicas»Mutação - Consultoria, Estudos e Serv. Formação»Ref: 7298419»14-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Mutação, Lda. empresa de Formação e Consultoria está a recrutar Formador/a para Beja, em horário pós-laboral e formação presencial, com experiência relevante no seguinte módulo:10746 - Segurança e Saúde no Trabalho – situações epidémicas/pandémicasO/as interessados/as deverão remeter via e-mail a seguinte documentação: Cópia CV detalhado; Cópia Certificado de Habilitações; Cópia CAP/CCP ou indicação de isenção; Cópia Comprovativos de Experiência Pedagógica,para o seguinte endereço: *** Candidatura Online ***CompetênciasOfertas de Emprego Semelhantes:","Mutação - Consultoria, Estudos e Serviços de Formação, Lda.","Béja, Béja, Tunisia",Entry level,Full-time,Education and Training,Education Administration Programs
2024-05,Directeur Général - Santé (Médical) H/F,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Directeur Général - Santé (Médical) H/F, poste basé à Sousse (Tunisie).Notre client est un groupe médical présent depuis 50 ans en Tunisie, Premier établissement de Soins Privé à la région de Sahel avec un corps médical expérimenté couvrant les disciplines médicales et chirurgicales.Dans le cadre du développement de son activité médicale, notre client recrute un(e) :Directeur Général - Santé (Médical) H/FPoste basé à Sousse (Tunisie)Vous Aurez Comme Mission DeDéfinir la vision, la mission et les objectifs stratégiques du groupe médical en collaboration avec les parties prenantes ;Superviser les opérations quotidiennes du groupe pour assurer une prestation efficace et efficiente des services de santé ;Recruter, former et superviser le personnel médical et administratif, en veillant à ce que l'équipe soit compétente et alignée sur les valeurs du groupe ;Élaborer et superviser le budget du groupe, en s'assurant de la stabilité financière, de la rentabilité et de la conformité aux réglementations en vigueur ;Identifier et exploiter de nouvelles opportunités de croissance pour le groupe médical ;Augmenter le chiffre d'affaires ;Optimiser les différents centres de profit ;Optimiser les performances sur les marchés algérien et libyen tout en renforçant l'attrait des marchés africain et européen.De formation universitaire Ecole de commerce.Vous disposez d'une expérience significative dans un environnement similaire en tant que Directeur Général d'un établissement de santé.Vous avez une bonne expérience dans le développement commercial des cliniques à l'échelle nationale et internationale.Vous avez une bonne maîtrise de la gestion et des finances et une forte personnalité pouvant négocier avec des docteurs réputés et un cadre personnel assez expérimenté.Vous avez une bonne capacité de communication, à l'oral comme à l'écrit en Français et en Anglais.vous mettez en avant votre maturité, votre personnalité affirmée, votre leadership et votre capacité de négociation comme des atouts essentiels pour exceller dans ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt14914F » sur notre site www.talentup.com ou par email à vt14914f-145@talentup.net",Talentup,"Sousse, Tunisia",Director,Full-time,Management and Manufacturing,Human Resources Services
2024-07,Content writer - Freelance AI Tutor,"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in EnglishYour level of English is native or proficiency (C2)You have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Kairouan, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
,Copywriter - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sfax, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
