alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1721756648.6378,transparent,6744.9787768124,1710603529.5844,"AS17639 Converge ICT Solutions Inc.",CONVERGE-AS,"Quezon City",Asia,AS,Philippines,PH,,false,"Converge ICT Solution Inc",14.6475,121.0494,false,"Converge ICT Solution Inc",false,"Metro Manila",success,Asia/Manila,1100,1721660600,1721756648.6378,65535,http,http://152.32.67.107:65535,false,6176.8729686737,16995,154736,9.8962912927777,152.32.67.107
true,1721756625.769,elite,6148.556860813,1710633892.2593,"AS41967 Sumski Telecom Systems Ltd",TKS-AS,Sumy,Europe,EU,Ukraine,UA,,false,"Sumski Telecom Systems Ltd",50.9207,34.7959,false,TKS,false,Sumy,success,Europe/Kyiv,40035,1721174564,1721756648.6153,8080,http,http://95.47.149.8:8080,false,3761.3909244537,9555,135814,6.5729282033996,95.47.149.8
true,1721756106.2631,elite,2141.825681509,1720456701.6329,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721692429,1721756648.5998,18673,http,http://67.43.227.228:18673,false,3718.2157039642,43,10393,0.4120352625527,67.43.227.228
true,1721756648.4745,elite,4834.3112088785,1710540046.5828,"AS6057 Administracion Nacional de Telecomunicaciones","Administracion Nacional de Telecomunicaciones",Montevideo,"South America",SA,Uruguay,UY,,false,"Administracion Nacional de Telecomunicaciones",-34.9087,-56.1539,false,"Administracion Nacional de Telecomunicaciones",false,"Montevideo Department",success,America/Montevideo,11300,1721441176,1721756648.4745,4145,socks4,socks4://200.125.44.242:4145,true,8096.4050292969,3602,110254,3.1636453063519,200.125.44.242
true,1721756545.2446,transparent,4756.9743452337,1710579486.472,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,"Bắc Ninh",Asia,AS,Vietnam,VN,,false,"Vietnam Posts and Telecommunications Group",21.1858,106.0746,false,VNPT,true,"Bắc Ninh Province",success,Asia/Bangkok,,1721635157,1721756648.4307,3128,http,http://14.225.3.194:3128,false,729.96306419373,9798,63251,13.412914618954,14.225.3.194
true,1721756438.6148,elite,605.46142784258,1710543024.0729,"AS12876 SCALEWAY S.A.S.",AS12876,Vitry-sur-Seine,Europe,EU,France,FR,,true,SCALEWAY,48.792,2.39851,false,ONLINE,true,Île-de-France,success,Europe/Paris,94400,1721601795,1721756648.3432,8888,http,http://51.15.242.202:8888,false,102.70667076111,102074,95915,51.555389440828,51.15.242.202
true,1721756648.3009,elite,5543.4102075589,1710579721.0325,"AS136156 MD Rehanur Rahman t/a M/S FNF Online",FNFONLINE-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"FNF Online",23.7534,90.3722,false,,false,"Dhaka Division",success,Asia/Dhaka,1209,1721635986,1721756648.3009,4153,socks4,socks4://103.82.11.237:4153,true,10909.762144089,2860,107752,2.5856145806965,103.82.11.237
true,1721749461.2575,elite,1168.1463439917,1710702725.1563,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Suzhou,Asia,AS,China,CN,,false,"China Unicom Jiangsu Province Network",31.2983,120.583,false,,true,Jiangsu,success,Asia/Shanghai,215000,1721648812,1721756648.2774,9002,http,http://153.101.67.170:9002,false,3849.0824699402,134177,19575,87.268458296477,153.101.67.170
true,1721756648.1892,transparent,5598.5414012074,1720253798.1556,"AS30722 Vodafone Italia S.p.A.",VODAFONE-IT-ASN,"Montesilvano Marina",Europe,EU,Italy,IT,,false,VODAFONE,42.5166,14.1386,false,,true,Abruzzo,success,Europe/Rome,65015,1721463480,1721756648.1892,58080,http,http://2.32.87.44:58080,false,2566.2240982056,2874,29616,8.8457987072946,2.32.87.44
true,1721756648.1566,transparent,6671.1423854852,1711051079.9763,"AS4761 INDOSAT Internet Network Provider",INDOSAT-INP-AP,Jakarta,Asia,AS,Indonesia,ID,,false,"PT. INDOSAT Tbk",-6.18014,106.821,true,"PT. INDOSAT Tbk",false,Jakarta,success,Asia/Jakarta,,1721595921,1721756648.1566,3127,http,http://114.9.19.66:3127,false,11945.320129395,11893,118354,9.1311124248543,114.9.19.66
true,1721756585.7391,transparent,8321.8830241609,1719791096.8584,"AS31898 Oracle Corporation",ORACLE-BMC-31898,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Oracle Corporation",50.1049,8.6295,false,"Oracle Cloud Infrastructure (eu-frankfurt-1)",true,Hesse,success,Europe/Berlin,60326,1721605583,1721756648.1083,3128,http,http://158.101.172.65:3128,false,6800.2886772156,5857,39799,12.828543893464,158.101.172.65
true,1721756648.0911,elite,3468.6422348022,1720178822.714,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721615848,1721756648.0911,28947,http,http://72.10.160.91:28947,false,5866.724729538,52,14831,0.3493919236713,72.10.160.91
true,1721756592.0747,elite,360.23236265159,1710541405.9667,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"Santa Clara","North America",NA,"United States",US,,true,"DigitalOcean, LLC",37.3417,-121.9753,false,"DigitalOcean, LLC",true,California,success,America/Los_Angeles,95051,1721730500,1721756648.0509,8585,http,http://159.65.77.168:8585,false,349.44128990173,69840,118354,37.110641146902,159.65.77.168
true,1721756647.966,elite,1490.8973916603,1696985983.6402,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Phoenix,"North America",NA,"United States",US,,false,"Cox Communications Inc.",33.4484,-112.074,false,"Cox Communications",true,Arizona,success,America/Phoenix,85001,1721422806,1721756647.966,46164,socks4,socks4://72.210.252.134:46164,true,778.09047698975,106028,63713,62.464578387072,72.210.252.134
true,1721756647.8928,transparent,6220.05056909,1717708746.8891,"AS270089 FIBRAS OPTICAS DE MAR DEL PLATA S.A.","FIBRAS OPTICAS DE MAR DEL PLATA S.A.","Mar del Plata","South America",SA,Argentina,AR,,false,"Fibras Opticas De MAR Del Plata S.A.",-37.9954,-57.5351,false,"TAPIA MARCELO DANIEL (SECTOR NET)",false,"Buenos Aires",success,America/Argentina/Buenos_Aires,7600,1721568610,1721756647.8928,11211,http,http://45.229.31.33:11211,false,4113.2915019989,5654,43293,11.55126974074,45.229.31.33
true,1721756647.8785,elite,4910.4923082826,1720105185.4609,"AS6939 Hurricane Electric LLC",HURRICANE,Anchorage,"North America",NA,"United States",US,,true,"Hurricane Electric LLC",61.1192,-149.8924,false,"Hurricane Electric",true,Alaska,success,America/Anchorage,99515,1721315265,1721756647.8785,80,http,http://64.62.151.173:80,false,11037.999629974,7582,24967,23.294110418139,64.62.151.173
true,1721756647.7762,elite,6783.5447613572,1710542942.5757,"AS34533 JSC ""ER-Telecom Holding""",ESAMARA-AS,Samara,Europe,EU,Russia,RU,,false,"CJSC ""ER-Telecom Holding"" Samara branch",53.1944,50.1598,false,"JSC ""ER-Telecom Holding"" Samara Branch",false,"Samara Oblast",success,Europe/Samara,404146,1721601542,1721756647.7762,8080,http,http://85.113.55.123:8080,false,6510.9763145447,17396,179327,8.8428907651876,85.113.55.123
true,1721756647.6777,transparent,5264.3306527819,1721746601.3994,"AS38511 PT Remala Abadi",TACHYON-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT Remala Abadi",-6.24205,106.842,false,,false,Jakarta,success,Asia/Jakarta,,1721746622,1721756647.6777,8080,http,http://101.255.209.242:8080,false,2795.3493595123,35,182,16.129032258065,101.255.209.242
true,1721756647.676,anonymous,4781.9346603586,1710681335.5323,"AS20001 Charter Communications Inc",TWC-20001-PACWEST,Honolulu,"North America",NA,"United States",US,,false,Spectrum,21.3266,-157.8621,false,"Otwc BC Hospitality",false,Hawaii,success,Pacific/Honolulu,96817,1721738494,1721756647.676,8111,http,http://173.197.98.162:8111,false,7732.9909801483,2998,167593,1.7574197935413,173.197.98.162
true,1721756170.2353,elite,236.77413478606,1721259331.9064,"AS16276 OVH SAS",OVH,Montreal,"North America",NA,Canada,CA,,true,"OVH SAS",45.5075,-73.5887,false,"OVH Hosting, Inc.",true,Quebec,success,America/Toronto,H3H,1721259332,1721756647.4378,8888,http,http://149.56.18.62:8888,false,231.17661476135,7941,3592,68.854591173155,149.56.18.62
true,1721756575.0665,transparent,6527.634874702,1721670359.7156,"AS16509 Amazon.com, Inc.",AMAZON-02,Stockholm,Europe,EU,Sweden,SE,,true,"Amazon.com, Inc.",59.3293,18.0686,false,"AWS EC2 (eu-north-1)",false,Stockholm,success,Europe/Stockholm,"100 05",1721670842,1721756647.2841,8080,http,http://13.60.52.250:8080,false,7091.0613536835,458,1472,23.730569948187,13.60.52.250
true,1721756647.2748,transparent,8490.7002227751,1712802561.0843,"AS18002 AS Number for Interdomain Routing",WORLDPHONE-IN,Dhanbad,Asia,AS,India,IN,,false,"World Phone Internet Service Pvt. Ltd.",23.7957,86.4304,false,,false,Jharkhand,success,Asia/Kolkata,826001,1721180042,1721756647.2748,82,http,http://114.69.225.6:82,false,11203.187942505,5875,135774,4.1475760506604,114.69.225.6
true,1721756647.1204,transparent,6246.7770168692,1710540144.7508,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Bogotá,"South America",SA,Colombia,CO,,false,"TV AZTECA SUCURSAL COLOMBIA",4.6115,-74.0833,false,"TV AZTECA SUCURSAL COLOMBIA",true,"Bogota D.C.",success,America/Bogota,111411,1721174714,1721756647.1204,999,http,http://177.93.51.213:999,false,5607.5649261475,13009,173264,6.9838355531934,177.93.51.213
true,1721756647.1199,elite,3270.2498270959,1710563894.8011,"AS44217 IQ Networks for Data and Internet Services Ltd",IQNETWORKS,Sulaymaniyah,Asia,AS,Iraq,IQ,,false,NETWORKS-SULY1,35.5558,45.4351,false,,true,Sulaymaniyah,success,Asia/Baghdad,,1721191230,1721756647.1199,4673,socks4,socks4://62.201.212.198:4673,true,2391.553401947,7126,99449,6.6863711001642,62.201.212.198
true,1721756647.0984,transparent,6761.8626938029,1719161444.5712,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Mymensingh,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",24.7189,90.6462,false,"Corporate Subscriber",false,"Mymensingh Division",success,Asia/Dhaka,2200,1721320803,1721756647.0984,58080,http,http://27.147.131.41:58080,false,10021.634101868,5521,24954,18.116488925349,27.147.131.41
true,1721756633.89,transparent,7954.9779423074,1719921465.8525,"AS47583 Hostinger International Limited",AS-HOSTINGER,Asheville,"North America",NA,"United States",US,,true,"HOSTINGER US",35.5947,-82.5545,false,"Hostinger International Ltd.",true,"North Carolina",success,America/New_York,28801,1721178841,1721756646.9386,3128,http,http://31.220.56.69:3128,false,9216.8869972229,1861,34426,5.1285584369058,31.220.56.69
true,1721756093.3434,elite,218.98910347221,1710559708.3421,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,Hetzner,true,Uusimaa,success,Europe/Helsinki,00100,1721615753,1721756646.8949,80,http,http://135.181.154.225:80,false,247.05410003662,165495,30522,84.428901574863,135.181.154.225
true,1721756646.8938,transparent,7046.6603283674,1718066046.9431,"AS24835 Vodafone Data",RAYA-AS,Cairo,Africa,AF,Egypt,EG,,false,"Vodafone Data - Egypt",30.0444,31.2357,false,Raya,false,"Cairo Governorate",success,Africa/Cairo,,1721261242,1721756646.8938,1976,http,http://82.129.154.218:1976,false,1141.371011734,5647,55598,9.2203445179198,82.129.154.218
true,1721756646.6475,transparent,10779.647863482,1710701788.8124,"AS12876 SCALEWAY S.A.S.",AS12876,Vitry-sur-Seine,Europe,EU,France,FR,,true,"Online S.A.S.",48.792,2.39851,false,ONLINE,true,Île-de-France,success,Europe/Paris,94400,1721154494,1721756646.6475,3128,http,http://163.172.33.148:3128,false,6498.2488155365,9438,170769,5.237310426343,163.172.33.148
true,1721756496.3508,elite,1546.0891334851,1721498893.0709,"AS45305 Lintas Data Prima, PT",LDP-AS-ID,Bantul,Asia,AS,Indonesia,ID,,false,"Lintas Data Prima, PT",-7.87482,110.326,false,"PT Addon Finance Indonesia",false,Yogyakarta,success,Asia/Jakarta,,1721498894,1721756646.5825,80,http,http://103.87.149.19:80,false,614.47072029114,927,4567,16.872952311613,103.87.149.19
true,1721756646.5482,transparent,5972.344646214,1713627983.8838,"AS139490 Aspt Networks Pvt Ltd",ASPTNPL-AS-IN,Hyderabad,Asia,AS,India,IN,,false,"Aspt Networks Pvt Ltd",17.3724,78.4378,false,"Aspt Networks Pvt Ltd",false,Telangana,success,Asia/Kolkata,500054,1721596062,1721756646.5482,84,http,http://103.143.168.98:84,false,6713.7560844421,13369,140033,8.7150102345471,103.143.168.98
true,1721756646.3856,elite,3439.5383700584,1720492343.9146,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721199031,1721756646.3856,15625,http,http://67.43.228.253:15625,false,1343.6071872711,103,15236,0.67149097072821,67.43.228.253
true,1721756516.0582,transparent,4024.6977785936,1719105420.7224,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Higashifunabashi,Asia,AS,Japan,JP,,false,"NTT PC Communications, Inc.",35.7074,139.9955,false,"NTTPC Communications, Inc",true,Chiba,success,Asia/Tokyo,273-0001,1721648824,1721756646.3799,3128,http,http://161.34.40.37:3128,false,3783.8966846466,8872,36057,19.74671147811,161.34.40.37
true,1721756451.9882,transparent,712.56612399009,1712517613.4132,"AS21334 Vodafone Hungary Ltd.",ASN-VODAFONE-HU,Szigetszentmiklós,Europe,EU,Hungary,HU,,false,UPC,47.339,19.0399,false,"UPC Magyarorszag Kft.",true,"Pest County",success,Europe/Budapest,2310,1721648819,1721756646.2651,18080,http,http://178.48.68.61:18080,false,3466.733455658,144910,6717,95.570050188951,178.48.68.61
true,1721756646.2582,elite,1868.4267461872,1720496415.4139,"AS41378 Kirino LLC",KirinoNET,"Hong Kong",Asia,AS,"Hong Kong",HK,,false,"Kirino LLC",22.3193,114.169,false,Kirino,true,Kowloon,success,Asia/Hong_Kong,96521,1721706047,1721756646.2582,80,http,http://212.107.28.120:80,false,2666.7120456696,25439,1764,93.515421093262,212.107.28.120
true,1721756646.2292,elite,3565.3487761477,1710815753.5561,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Kunming,Asia,AS,China,CN,,false,"China Mobile",25.0088,102.6513,true,"China Mobile",false,Yunnan,success,Asia/Shanghai,,1721267350,1721756646.2292,8060,http,http://39.129.25.66:8060,false,4718.8246250153,30101,151099,16.612030905077,39.129.25.66
true,1721756646.2008,anonymous,3336.353506792,1710576555.2887,"AS9340 INDO Internet, PT",INDONET-AS-AP,Jakarta,Asia,AS,Indonesia,ID,,false,"PT IndoInternet",-6.2114,106.8446,false,,true,Jakarta,success,Asia/Jakarta,,1721595960,1721756646.2008,80,http,http://117.54.114.100:80,false,437.81876564026,16519,66877,19.807904455849,117.54.114.100
true,1721756646.1018,transparent,8367.2295419315,1720592431.0704,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Slough,Europe,EU,"United Kingdom",GB,,true,"DigitalOcean, LLC",51.5368,-0.6718,false,"DigitalOcean, LLC",true,England,success,Europe/London,SL1,1721205223,1721756646.1018,3128,http,http://134.209.18.170:3128,false,3397.1471786499,2520,22452,10.09130225853,134.209.18.170
true,1721756646.0771,elite,5175.5543955055,1720549295.3188,"AS42841 ANTIK Telecom s.r.o",ANTIK,Košice,Europe,EU,Slovakia,SK,,false,"Antik Network",48.7167,21.2601,false,,true,"Košice Region",success,Europe/Bratislava,"040 11",1721154129,1721756646.0771,23500,http,http://88.212.46.231:23500,false,4357.4111461639,3196,23355,12.037211404467,88.212.46.231
true,1721756646.0281,transparent,5508.767296391,1710562984.6123,"AS44395 Ucom CJSC",ORG-UL31-RIPE,Yerevan,Asia,AS,Armenia,AM,,false,"Ucom CJSC",40.1817,44.5099,false,Ucom,false,Yerevan,success,Asia/Yerevan,,1721433488,1721756646.0281,32650,http,http://81.16.1.188:32650,false,3683.8834285736,6155,95091,6.0792525136796,81.16.1.188
true,1721756645.9229,transparent,6286.4398184317,1710564595.3374,"AS37662 West Indian Ocean Cable Company",WIOCC-AS,"Cape Town",Africa,AF,"South Africa",ZA,,false,"West Indian Ocean Cable Company",-33.9221,18.4231,false,"Wiocc SA",true,"Western Cape",success,Africa/Johannesburg,7945,1721620890,1721756645.9229,8787,http,http://196.250.239.229:8787,false,6531.1050415039,10064,183161,5.208435761418,196.250.239.229
true,1721756645.713,transparent,5797.8224687516,1715992850.3407,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Cabanatuan City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4908,120.9693,true,,false,"Central Luzon",success,Asia/Manila,3100,1721389371,1721756645.713,8082,http,http://180.191.23.149:8082,false,13180.002212524,9315,77915,10.678665596698,180.191.23.149
true,1721756512.4941,transparent,7291.8354976608,1721680684.374,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"DigitalOcean, LLC",1.28967,103.85,false,"DigitalOcean, LLC",false,"Central Singapore",success,Asia/Singapore,,1721680710,1721756645.4695,9090,http,http://165.22.57.181:9090,false,3565.8099651337,166,1517,9.863339275104,165.22.57.181
true,1721756645.4651,elite,10172.375085271,1716970742.6519,"AS6789 CRELCOM LLC",CRELCOM-NET,Simferopol,Europe,EU,Ukraine,UA,,false,"Crelcom LLC",44.9607,34.1051,false,"Crelcom LLC",true,Crimea,success,Europe/Simferopol,95014,1721479974,1721756645.4651,8080,socks4,socks4://80.245.117.130:8080,true,982.89918899536,259,32205,0.79780680137999,80.245.117.130
true,1721756645.4591,transparent,6546.1978347426,1718338389.6847,"AS24940 Hetzner Online GmbH",HETZNER-AS,Nuremberg,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",49.4423,11.0191,false,Hetzner,true,Bavaria,success,Europe/Berlin,90431,1721620970,1721756645.4591,3128,http,http://159.69.41.154:3128,false,5271.443605423,6228,57423,9.78460668332,159.69.41.154
true,1721756449.1149,elite,665.30660368499,1714253735.0139,"AS20473 The Constant Company, LLC",AS-CHOOPA,Singapore,Asia,AS,Singapore,SG,Pioneer,true,Choopa,1.32123,103.695,false,,true,"South West",success,Asia/Singapore,627753,1721681829,1721756645.3609,80,http,http://207.148.71.74:80,false,870.68104743958,49940,70275,41.542236825687,207.148.71.74
true,1721756615.888,transparent,4451.1842659161,1719920853.3012,"AS2514 NTT PC Communications, Inc.",INFOSPHERE,Higashifunabashi,Asia,AS,Japan,JP,,false,"NTT PC Communications, Inc.",35.7074,139.9955,false,"NTT PC Communications, Inc.",true,Chiba,success,Asia/Tokyo,273-0001,1721735358,1721756645.3314,9999,http,http://161.34.36.127:9999,false,3815.840959549,7522,32931,18.59441821373,161.34.36.127
true,1721756566.1647,elite,4439.2253427385,1715631945.9024,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721731028,1721756645.3174,3128,http,http://85.209.153.173:3128,false,559.18264389038,47253,62111,43.207088255733,85.209.153.173
true,1721756645.2994,elite,2909.1275986844,1717712056.2949,"AS133774 Fuzhou",CHINATELECOM-FUJIAN-FUZHOU-IDC1,Wenquan,Asia,AS,China,CN,,false,Fuzhou,26.0998,119.297,false,"Chinanet FJ",true,Fujian,success,Asia/Shanghai,,1721595872,1721756645.2994,8090,http,http://125.77.25.178:8090,false,3672.1565723419,75072,6100,92.485093381954,125.77.25.178
true,1721756613.2064,transparent,7459.9334743288,1721707883.3541,"AS11172 Alestra, S. de R.L. de C.V.","Alestra, S. de R.L. de C.V.",Villahermosa,"North America",NA,Mexico,MX,,false,"Alestra, S. de R.L. de C.V.",17.9884,-92.9321,false,"Alestra, S. de R.L. de C.V",false,Tabasco,success,America/Mexico_City,86098,1721708337,1721756645.224,999,http,http://201.151.124.110:999,false,6336.3547325134,90,985,8.3720930232558,201.151.124.110
true,1721756645.2014,elite,4292.9455929151,1715883294.2402,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",true,Jiangsu,success,Asia/Shanghai,210000,1721348205,1721756645.2014,808,socks4,socks4://61.160.195.93:808,true,8397.3348140717,438,49810,0.8716764846362,61.160.195.93
true,1721756524.4405,elite,4388.5591796817,1710541373.2234,"AS142403 YISU CLOUD LTD",YISUCLOUDLTD-HK,"Kwai Chung",Asia,AS,"Hong Kong",HK,,false,"Yisu Cloud LTD",22.3692,114.132,false,"Yisu Cloud LTD",true,"Tsuen Wan District",success,Asia/Hong_Kong,,1721648859,1721756645.0875,3128,http,http://39.109.113.97:3128,false,4919.1749095917,95029,97103,49.46026689984,39.109.113.97
true,1721751528.138,elite,184.43308541408,1721746929.7468,"AS15626 GREEN FLOID LLC",ITLAS,Kyiv,Europe,EU,Ukraine,UA,,true,UK-3NT,50.458,30.5303,false,"IROKO Networks Corporation",false,"Kyiv City",success,Europe/Kyiv,04119,1721746932,1721756645.025,8080,http,http://130.0.234.31:8080,false,179.25691604614,208,1,99.521531100478,130.0.234.31
true,1721756645.018,elite,962.4005806558,1696966771.793,"AS46562 Performive LLC",PERFORMIVE,"Beverly Hills","North America",NA,"United States",US,,true,"Performive LLC",34.0625,-118.384,false,"ZeroLag Communications",true,California,success,America/Los_Angeles,90211,1721289169,1721756645.018,4145,socks4,socks4://199.102.105.242:4145,true,852.54764556885,97617,56805,63.214438357229,199.102.105.242
true,1721756618.9225,elite,2994.3636682901,1720526635.0103,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1721572545,1721756644.962,17861,http,http://67.43.228.250:17861,false,1073.4474658966,88,11810,0.7396201042192,67.43.228.250
true,1721756574.6702,elite,6534.3081963583,1710634013.0928,"AS13194 UAB ""Bite Lietuva""",BITE,Vilnius,Europe,EU,Lithuania,LT,,false,BITE-INTERNET,54.6912,25.2816,true,,false,Vilnius,success,Europe/Vilnius,02017,1721174717,1721756644.8912,80,http,http://84.15.154.202:80,false,3397.3059654236,15539,128297,10.803275953169,84.15.154.202
true,1721756644.8157,transparent,6297.9274887551,1710586978.1234,"AS209 CenturyLink Communications, LLC",CENTURYLINK-US-LEGACY-QWEST,Okeechobee,"North America",NA,"United States",US,,false,"CenturyLink Communications, LLC",27.4183,-80.9479,false,"CenturyLink Communications, LLC",false,Florida,success,America/New_York,34972,1721644258,1721756644.8157,8080,http,http://63.239.220.117:8080,false,3685.7380867004,16505,176247,8.5628164688304,63.239.220.117
true,1721756644.7745,transparent,7352.1602965416,1721259143.4888,"AS49037 Prostie Reshenia LLC",PG19,Taganrog,Europe,EU,Russia,RU,,false,"our short network",47.2189,38.9168,false,,false,"Rostov Oblast",success,Europe/Moscow,347932,1721259204,1721756644.7745,53281,http,http://95.174.102.131:53281,false,6870.3985214233,1223,10312,10.60251408756,95.174.102.131
true,1721756644.5967,elite,6704.5387691922,1721711941.4543,"AS7552 Viettel Group",VIETEL-AS-AP,"Thái Nguyên",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.5941,105.8432,true,"Viettel Group",false,"Thái Nguyên Province",success,Asia/Bangkok,,1721711943,1721756644.5967,10004,http,http://116.107.163.200:10004,false,8831.919670105,117,878,11.758793969849,116.107.163.200
true,1721756644.4862,transparent,5814.3191456566,1721560920.3028,"AS149912 PT Graha Sumber Teknologi",IDNIC-GRAHASUMBERTEKNOLOGI-AS-ID,Serang,Asia,AS,Indonesia,ID,,false,"PT Graha Sumber Teknologi",-6.1143,106.1503,false,"PT Graha Sumber Teknologi",false,Banten,success,Asia/Jakarta,,1721561108,1721756644.4862,8181,http,http://103.189.197.87:8181,false,2985.3663444519,521,3900,11.784664103144,103.189.197.87
true,1721755839.8307,elite,4462.1089804301,1715630173.0711,"AS44477 STARK INDUSTRIES SOLUTIONS LTD",STARK-INDUSTRIES,"Los Angeles","North America",NA,"United States",US,,false,"Stark Industries Solutions LTD",33.8697,-118.3693,false,"Stark Industries Solutions LTD",true,California,success,America/Los_Angeles,90278,1721731001,1721756644.4457,8888,http,http://85.209.153.173:8888,false,1179.1169643402,49353,60263,45.023536709969,85.209.153.173
true,1721756644.3767,transparent,7181.3754002963,1721563113.5406,"AS263372 RODRIGUES & SARMENTO LTDA","RODRIGUES SARMENTO LTDA","Tenente Ananias","South America",SA,Brazil,BR,,false,"RODRIGUES & SARMENTO LTDA",-6.4725,-38.1593,false,"RODRIGUES & SARMENTO LTDA",true,"Rio Grande do Norte",success,America/Fortaleza,59955,1721564322,1721756644.3767,8081,http,http://191.37.208.1:8081,false,14625.025272369,224,4131,5.1435132032147,191.37.208.1
true,1721756644.3539,anonymous,4601.6477505348,1710574383.6996,"AS141642 PT Ring Media Nusantara",IDNIC-RINGNET-AS-ID,Tasikmalaya,Asia,AS,Indonesia,ID,,false,"PT Ring Media Nusantara",-7.3263,108.221,false,,false,"West Java",success,Asia/Jakarta,,1721743309,1721756644.3539,8181,http,http://103.162.63.198:8181,false,11687.13092804,8928,102847,7.9874748378439,103.162.63.198
true,1721756644.3451,transparent,7042.6132338388,1721130951.9283,"AS37061 Safaricom Limited",Safaricom,Nairobi,Africa,AF,Kenya,KE,,false,"Safaricom Limited",-1.2841,36.8155,false,"Safaricom Limited",true,"Nairobi County",success,Africa/Nairobi,09831,1721736260,1721756644.3451,8104,http,http://197.248.75.221:8104,false,10572.306632996,1372,13169,9.4353895880613,197.248.75.221
true,1721756644.0988,transparent,6360.5209314121,1710545026.0214,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,"Cabanatuan City",Asia,AS,Philippines,PH,,false,"Globe Telecom",15.4908,120.9693,true,,false,"Central Luzon",success,Asia/Manila,3100,1721601661,1721756644.0988,8181,http,http://180.191.14.123:8181,false,1477.7739048004,17897,178725,9.1022367792007,180.191.14.123
true,1721754801.1703,elite,874.05436182044,1710578604.3561,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Dubai,Asia,AS,"United Arab Emirates",AE,,true,"Alibaba Cloud LLC",25.0731,55.298,false,ALICLOUD-UAE,true,Dubai,success,Asia/Dubai,,1721634410,1721756644.0761,3128,http,http://47.91.104.88:3128,false,361.46116256714,57556,31002,64.992434336819,47.91.104.88
true,1721756416.8162,elite,2665.7504759983,1710601788.188,"AS56044 China Mobile communications corporation",CMNET-AS-Liaoning,Shenyang,Asia,AS,China,CN,,false,"China Mobile communications corporation",41.8357,123.429,true,"China Mobile",true,Liaoning,success,Asia/Shanghai,110000,1721660599,1721756644.025,9091,http,http://223.100.178.167:9091,false,3639.6067142487,35409,78147,31.181971890521,223.100.178.167
