post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
2024-07-01,Health Emergency Officer (PN458345) (CPCP),"GradeNO-CContractual ArrangementFixed-term appointmentContract Duration (Years, Months, Days)1 Year (Extension subject to availability of funds, satisfactory performance & continuing need for position)Job PostingJul 22, 2024, 3:15:35 AMClosing DateAug 5, 2024, 4:59:00 PMPrimary LocationTunisia-TunisOrganizationEM_TUN WHO Representative's Office, TunisiaScheduleFull-timeIMPORTANT NOTICE: Please note that the deadline for receipt of applications indicated above reflects your personal device's system settings.OBJECTIVES OF THE PROGRAMMEThe incumbent will provide technical assistance to the health authorities and other relevant stakeholders, supporting WHO programmes on epidemic and emergency preparedness and response and so strengthening national preparedness, response, and core capacities under International Health Regulations (IHR), for emerging infectious diseases.This will contribute to the mission of WHO Health Emergencies (WHE), which is to help countries, and to coordinate international action, to prevent, prepare for, detect, rapidly respond to, and recover from outbreaks and emergencies.WHO provides guidance and technical support in organizing the humanitarian health response following multi-hazard emergencies and in revitalizing the capacity of the health sector to rebuild and recover from multi-hazard emergencies in an appropriate and sustainable manner.Description Of DutiesThe incumbent will perform all, or part of the following, and other related responsibilities as required by the needs of the office.Work in coordination with all technical focal points at the regional and headquarters levels, under the guidance of the head of the WHO country office.Provide technical assistance to national authorities in, and coordinate selected aspects of, the WHO Health Emergencies (WHE) programme, at the country level, to enhance the national capability in preparedness and response to emerging infectious diseases, outbreaks, and health emergencies from all hazards.Technically support the concerted approach of WHO in the areas of emergency risk management, country preparedness and International Health Regulations, risk & situation assessments, and infectious hazards management.Utilize national insights to collaborate with and support relevant ministries and other stakeholders to undertake gap analyses in relevant areas of work for emergency preparedness and management and support the development/revision of national strategies and a national multi-hazard, health emergency preparedness and response plan.Prepare a national risk profile, assessing and mapping existing and emerging national health risks as well as populations vulnerable to, or affected by, prioritized risks, their coping capacities and health needs.Identify resource needs and funding gaps for health-sector risk reduction, preparedness, and response for vulnerable/affected populations, advocating with and mobilizing required resources from partners and donors.Support the assessment of capacities and national, competency development systems, and recommend, plan and facilitate the implementation of appropriate measures and training for strengthening core capacities under International Health Regulations (2005), including to manage identified risks, effectively monitor and evaluate processes, outcomes and the impact of response and recovery interventions.Support the national health authorities and partners in the establishment or strengthening of emergency health care systems to ensure the provision of a range of critical emergency health care services.Represent WHO in inter-agency meetings and external forums related to WHO epidemics and emergency preparedness and response.Required QualificationsEducationEssential A university degree (bachelor’s) in a relevant field (such as epidemiology, public health or another medical field.Desirable Training in applied epidemiology.ExperienceEssential A minimum of five years of work experience relevant to the position (in public health; planning, implementation, monitoring and evaluation of epidemic and emergency preparedness response activities in a developing country and/or at regional level; strengthening country capacities and response to emergencies and disasters, including infectious disease outbreaks) at the national level.Experience in working partnerships for health policy and strategic and operational interventions in emergency preparedness, response or recovery, especially in a developing country setting.Desirable Experience in or knowledge of WHO mandate and goals and/or experience with United Nations funds and programmes.Functional knowledge and skillsKnowledge of the principles and programmes of epidemic and emergency preparedness and response.Knowledge of International Health Regulations (IHR).Knowledge of the development and coordination of health policy, strategic and operational interventions in emergency preparedness, response, and recovery with a range of actors. Technical knowledge and skills in planning, monitoring, and evaluating health systems.Excellent oral and writing skills, including for reports, oral presentations and technical documents.WHO CompetenciesTo review Enhanced WHO Global Competency Model please use this link: https://www.who.int/publications/m/item/enhanced-who-global-competency-model.TeamworkRespecting and promoting individual and cultural differencesCommunicationPRODUCING RESULTSMOVING FORWARD IN A CHANGING ENVIRONMENTCreating an empowering and motivating environmentUse of Language SkillsEssential Expert in English, French, and Arabic LanguagesDesirable Working knowledge of another WHO official language would be an asset.Information And Technology (IT) And Other SkillsProficiency in computers and office software packages, handling of web-based management systems, Enterprise Resource Planning (ERP) systems and Cloud Management Enterprise System such as Workday.REMUNERATIONRemuneration comprises an annual base salary starting at TND 102,514 (subject to mandatory deductions for pension contributions and health insurance, as applicable) and 30 days of annual leave.Additional InformationThis vacancy notice may be used to fill other similar positions at the same grade levelOnly candidates under serious consideration will be contacted.A written test and/or an asynchronous video assessment may be used as a form of screening.In the event that your candidature is retained for an interview, you will be required to provide, in advance, a scanned copy of the degree(s)/diploma(s)/certificate(s) required for this position. WHO only considers higher educational qualifications obtained from an institution accredited/recognized in the World Higher Education Database (WHED), a list updated by the International Association of Universities (IAU)/United Nations Educational, Scientific and Cultural Organization (UNESCO). The list can be accessed through the link: http://www.whed.net/. Some professional certificates may not appear in the WHED and will require individual review.According to article 101, paragraph 3, of the Charter of the United Nations, the paramount consideration in the employment of the staff is the necessity of securing the highest standards of efficiency, competence, and integrity. Due regard will be paid to the importance of recruiting the staff on as wide a geographical basis as possible.Any appointment/extension of appointment is subject to WHO Staff Regulations, Staff Rules and Manual.The WHO is committed to creating a diverse and inclusive environment of mutual respect. The WHO recruits and employs staff regardless of disability status, sex, gender identity, sexual orientation, language, race, marital status, religious, cultural, ethnic and socio-economic backgrounds, or any other personal characteristics.The WHO is committed to achieving gender parity and geographical diversity in its staff. Women, persons with disabilities, and nationals of unrepresented and underrepresented Member States (https://www.who.int/careers/diversity-equity-and-inclusion) are strongly encouraged to apply.Persons with disabilities can request reasonable accommodations to enable participation in the recruitment process. Requests for reasonable accommodation should be sent through an email to reasonableaccommodation@who.intAn impeccable record for integrity and professional ethical standards is essential. WHO prides itself on a workforce that adheres to the highest ethical and professional standards and that is committed to put the WHO Values Charter into practice.WHO has zero tolerance towards sexual exploitation and abuse (SEA), sexual harassment and other types of abusive conduct (i.e., discrimination, abuse of authority and harassment). All members of the WHO workforce have a role to play in promoting a safe and respectful workplace and should report to WHO any actual or suspected cases of SEA, sexual harassment and other types of abusive conduct. To ensure that individuals with a substantiated history of SEA, sexual harassment or other types of abusive conduct are not hired by the Organization, WHO will conduct a background verification of final candidates.WHO has a smoke-free environment and does not recruit smokers or users of any form of tobacco.For information on WHO's operations please visit: http://www.who.int.WHO also offers wide range of benefits to staff, including parental leave and attractive flexible work arrangements to help promote a healthy work-life balance and to allow all staff members to express and develop their talents fully.The statutory retirement age for staff appointments is 65 years. For external applicants, only those who are expected to complete the term of appointment will normally be considered.Please note that WHO's contracts are conditional on members of the workforce confirming that they are vaccinated as required by WHO before undertaking a WHO assignment, except where a medical condition does not allow such vaccination, as certified by the WHO Staff Health and Wellbeing Services (SHW). The successful candidate will be asked to provide relevant evidence related to this condition. A copy of the updated vaccination card must be shared with WHO medical service in the medical clearance process. Please note that certain countries require proof of specific vaccinations for entry or exit. For example, official proof /certification of yellow fever vaccination is required to enter many countries. Country-specific vaccine recommendations can be found on the WHO international travel and Staff Health and Wellbeing website. For vaccination-related queries please directly contact SHW directly at shws@who.int.This is a National Professional Officer position. Therefore, only applications from nationals of the country where the duty station is located will be accepted. Applicants who are not nationals of this country will not be considered.In case the website does not display properly, please retry by: (i) checking that you have the latest version of the browser installed (Chrome, Edge or Firefox); (ii) clearing your browser history and opening the site in a new browser (not a new tab within the same browser); or (iii) retry accessing the website using Mozilla Firefox browser or using another device. Click this link for detailed guidance on completing job applications: Instructions for candidates Interested candidates are strongly encouraged to apply on-line through Stellis. For assessment of your application, please ensure that: Your profile on Stellis is properly completed and updated. All required details regarding your qualifications, education and training are provided. Your experience records are entered with elaboration on tasks performed at the time.",World Health Organization,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Health Care Provider,International Affairs
2024-07-01,Copyright - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,Tunisia,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Biomedical engineering,"Application period 22-Jul-2024 to 05-Aug-2024Functional Responsibilities:Sous la responsabilité du Chef de projet, L'Ingénieur.e Biomédical.e aura à accomplir les tâches suivantes :Apporter un appui technique pour établir un système de gestion du matériel médical (inventaire du matériel, mesures préventives). Accompagner l’équipe technique de l’UNOPS affectée à l’exécution du ou des projets au sein duquel il sera affecté. Appuyer sur les visites de vérifications des espaces hospitaliers avant la réception des équipements faire des recommandations Assurer le suivi des livraisons, installation, mise en marché des équipements/mobiliers médicaux au sein des institutions de santé bénéficiaires. Travailler en étroite collaboration avec l’équipe du Ministère de la santé et du personnel hospitalier. Élaborer les spécifications techniques requises pour l’achat d’équipements médicaux. Participer aux processus d’évaluation techniques des offres reçues pour les équipements/mobiliers médicaux; Travailler en étroite collaboration avec l’équipe de support et s’assurer d’optimiser les activités du ou des projets au sein duquel il/elle sera affecté.e ; Exécuter toutes autres tâches selon les instructions du Chef de projet afin de faciliter l’exécution des livrables du ou des projets au sein duquel il sera affecté. Contrôle du Suivi et des ProgrèsS’assurer de bien maîtriser les produits attendus pour chaque activité dans lequel il (elle) est impliqué.e et ce, dans les limites de tolérance spécifiées à l’égard des délais, des coûts, de la qualité, de la portée, des risques et des bénéfices. L'Ingénieur.e Biomédical.e doit également s'assurer que les résultats du projet permettent d'obtenir les bénéfices énoncés dans le(s) documents de projet.Produit final L'Ingénieur.e Biomédical.e devra participer, sous la direction de son supérieur, à la rédaction des divers rapports tels que définis dans le plan de communication du(es) projet(s) auquel il (elle) sera affecté(e).Education/Experience/Language requirements:Education:Un diplôme universitaire de premier cycle (BAC+3) en génie biomédical, électrotechnique, maintenance industrielle, génie industriel ou équivalent est obligatoire. Un diplôme de Master ou d'ingénierie en génie biomédical, électrotechnique, maintenance industrielle, génie industriel ou équivalent est avantage. Une certification en gestion de projet est un atout Expérience:Quatre (4) ans d'expériences professionnelles pertinentes dans le domaine du génie biomédical dont au moins une (1) en milieu hospitalier sont exigés, Une expérience de travail réussie avec une variété de parties prenantes du secteur de la santé, en particulier les gouvernements et les partenaires du développement, est souhaitable, Une expérience de travail ou de stage dans le milieu hospitalier est souhaitable ; Une expérience de travail dans les pays en développement est un atout, Langues:Une excellente maîtrise du Français est requise.Think big. Meet challenges head-on. Help people build better lives. UNOPS embraces diversity and is committed to equal employment opportunities. Our workforce is made up of people from varied nationalities, cultures and races. They speak a range of languages and have different gender identities, sexual orientations, and abilities. We encourage women and candidates from underrepresented groups in UNOPS to apply. These include candidates from racialized and/or indigenous groups, members of minority gender identities and sexual orientations, and people with disabilities. Click apply and join us!Remarks: Please note that only shortlisted candidates will be contacted and advance to the next stage of the selection process.",UNOPS,"Tunis, Tunisia",Associate,Full-time,Other,Non-profit Organizations
2024-07-01,Copyright - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,Tunisia,Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Therapeute,"Description de l'entreprisePourquoi travailler chez Accor ?Nous sommes bien plus qu’un leader mondial. Nous vous accueillons comme vous êtes et vous pouvez trouver le métier et la marque qui correspond à votre personnalité.Nous vous accompagnons dans votre évolution et votre apprentissage au quotidien, nous nous assurons que votre travail apporte du sens à votre vie. Ainsi, durant votre expérience avec nous, vous pouvez explorer les possibilités illimitée du Groupe Accor.En rejoignant Accor, vous écrivez chaque chapitre de votre histoire et ensemble nous pouvons imaginer l’Hôtellerie de demain. Découvrez la vie qui vous attend chez Accor, https://careers.accor.com/.Faites ce que vous aimez, prenez soin du monde qui vous entoure, oser challenger le status quo ! #BELIMITLESS, Description du poste Responsabilité quotidienne des équipements, des produits, de la propreté et de l'hygiène des zones de traitement.  Être informé de tous les traitements proposés et de toutes les promotions proposées à tout moment.  Responsable de la réalisation des objectifs de vente définis par le Spa supervisor et/ ou le spa Manager.  Participer aux démonstrations / événements selon les besoins.  Doit suivre la formation établie par le responsable du spa et le thérapeute en chef.  Maintenir le stock au bon niveau en respectant les normes établies. , Informations supplémentairesWe are Heartists®décrit à la fois notre culture et qui nous sommes. Tout ce que nous faisons vient du cœur, et nous sommes des experts dans ce que nous faisons. Généreux, attentifs et libres, nous veillons à ce que chacun puisse venir tel qu’il est et se sentir à sa place. En tant que grande équipe, nous savons que ce n’est qu’ensemble que nous pouvons faire des choses incroyables !",Mövenpick Hotels & Resorts,"Tunis, Tunis, Tunisia",Not Applicable,Full-time,Health Care Provider,Hospitality
2023-12-01,Director of Commercial H/F - Hotels,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Directeur Commercial H/F, poste basé à Tunis (Tunisie).Notre client est un groupe multisectoriel, opérant dans deux secteurs d'activités la finance et le tourisme avec une présence dynamique dans le grand Tunis et la région de Hammamet, à travers une chaîne hôtelière diversifiée comprenant des établissements dédiés au business hôtelier et d'autres touristiques.Dans le cadre du développement de l'activité du groupe , notre client recrute un(e) :Directeur Commercial H/F - Hôtellerieposte basé à Tunis (Tunisie)Rattaché au secrétaire général du groupe vous aurez comme mission de :Développer des tarifs et des stratégies de déploiement des ventes de groupe en examinant les données concurrentielles, en effectuant une analyse de la demande et en gérant la composition; Avoir une connaissance de l'industrie du voyage, des tendances actuelles du marché et des facteurs économiques;Travailler avec l'équipe pour assurer la compréhension de la stratégie de vente et la mise en œuvre efficace de la stratégie par segment de marché;Garantir la couverture des marchés local et international;Être responsable de la gestion des comptes des clients clés et potentiels;Collaborer (avec les RH) pour le recrutement des membres de l'équipe;Analyser les performances de l'équipe pour garantir l'atteinte des objectifs financiers; Aider au développement de l'équipe grâce à la formation et au coaching;Tenir des registres précis de la formation de l'équipe, des besoins de développement et des progrès;S'assurer que tous les appels et les pistes de vente sont traités en temps voulu et selon les normes de l'entreprise.De formation Bac + 5 en gestion hôtelière ou en gestion des affaires.Vous disposez d'une expérience significative dans un poste similaire B2B dans un environnement hôtelier d'affaires.Vous avez une bonne expérience en management des équipes.Vous doté d'une aisance communicationnelle tant à l'oral qu'à l'écrit en français et en anglais une bonne capacité de communication, à l'oral comme à l'écrit en Français et en Anglais.Maturité et sociabilité avec d'excellentes compétences interpersonnelles pour les clients externes et internes sont vos atouts pour réussir ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt14835F » sur notre site www.talentup.com ou par email à vt14835f-145@talentup.net",Talentup,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Sales and Business Development,Human Resources Services
2024-07-01,Copyright - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Monastir, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sfax, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
2024-07-01,Tunisia Inland Agent,"At Maersk, we have big plans. Our aspiration is to become the global expert in integrated logistics, offering a truly end-to-end service that makes daily trade simpler and easier than ever.As a key member of our frontline team, you'll be supported by leading-edge technology and innovative solutions that will help you to meet the diverse needs of our clients. Join us and be part of a dynamic environment where your skills and expertise will be valued and rewarded. Go big, join Maersk!We OfferWe offer you an exciting global career at the forefront of world trade. And thanks to our global scale, you will be well-positioned to explore opportunities at Maersk around the world. The many other highlights include the most modern talent development initiatives and competitive benefits. We are proud of our people who define our company’s industry leadership, global team culture and customer-centric focus every day. Additionally we offer :Diverse local and international career opportunitiesA dynamic team and work environmentAn open, modern and value-based company cultureExtensive options for learning and personal developmentAn attractive compensation package including an annual bonus based on the company’s performanceKey Responsibilities: Ensures that all store door import/export requirements are maintained to ensure the timely departure of import/export cargo as per service delivery requirements.Reports daily store door movements, service failure issues and other challenges to supervisor.Improves Inland Operations' processes.Coordinates with rail, truck, line and terminal operations to ensure movement of containers as planned.Maintains data integrity through accurate inputs/updates to all related systems.Implements methods and measures to drive intermodal, positioning and storage costs down.Recovers equipment, maintenance and repair costs.Who are we looking for : Minimum 2 years of experience in Inland & Road transportation & Customer experience or Dispatcher positions; industry experience is a plusExcellent communication skills, ability to focus on detail and to work independentlyMicrosoft Office proficiencyEnglish language fluencyMaersk is committed to a diverse and inclusive workplace, and we embrace different styles of thinking. Maersk is an equal opportunities employer and welcomes applicants without regard to race, colour, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, pregnancy or parental leave, veteran status, gender identity, genetic information, or any other characteristic protected by applicable law. We will consider qualified applicants with criminal histories in a manner consistent with all legal requirements.We are happy to support your need for any adjustments during the application and hiring process. If you need special assistance or an accommodation to use our website, apply for a position, or to perform a job, please contact us by emailing accommodationrequests@maersk.com.",A.P. Moller - Maersk,"Tunis, Tunisia",Not Applicable,Full-time,Sales and Business Development,"Transportation, Logistics, Supply Chain and Storage"
2024-03-01,"Job offer: Training e-learning - training action in ""E-Trainer""","Oferta de emprego: Formador e-learning - ação de formação em ""E-Formador"":Traininghouse, LdaDescrição Do EmpregoFormador e-learning - ação de formação em ""E-Formador""»Traininghouse, Lda»Ref: 7091502»4-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Traininghouse Formação, entidade formadora acreditada pela DGERT procura e-formadores para o curso mencionado no assunto.Referência Da OfertaFormação na área Experiência em formação à distância, dinamização de conteúdos e de fóruns ou curso de e-formador Posse de CCP de formadorOs interessados devem enviar a seguinte informação para o e-mail *** Candidatura Online *** Referência da oferta: atualizado","Traininghouse, Formação Certificada","Béja, Béja, Tunisia",Entry level,Full-time,Human Resources,Education Administration Programs
2024-01-01,Director of Maintenance H/F - Plastic Injection,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Directeur Maintenance H/F, poste basé à Bizerte (Tunisie).Faisant partie d'un groupe industriel dynamique œuvrant dans les secteurs clés de la câblerie, de la mécatronique et des télécommunications, notre client se distingue en tant que filiale spécialisée à 100% dans l'export, avec une expertise particulière dans l'injection plastique de pièces techniques en mono-matière et bi-matière.Dans le cadre du développement de son site, notre client recrute un(e) :Directeur Maintenance H/F - Injection PlastiquePoste basé à Bizete (Tunisie)Vous Aurez Pour Missions DeManager et assurer le fonctionnement des équipes maintenance de la société ;Assurer la formation et évaluation des équipes maintenance ;Assurer le bon état du matériel et des infrastructures de la société ;Participer au choix et à la validation du matériel investi par la société ;Participer à la veille technologique au profit de la société ;Assurer la sécurité des équipements et des infrastructures et prévenir tout risque pouvant induire des accidents de travail et/ou un risque à l'environnement ;S'assurer du bon déroulement du service maintenance ;S'assurer du respect du planning de maintenance préventif et curatif ;S'assurer du bon fonctionnement des moyens de production ;Veiller au respect des procédures de travail ;Veiller au respect des consignes de sécurité relatives à son activité et à l'utilisation des moyens par les autres services ;Assurer un 5S de son périmètre de travail ;Informer sa hiérarchie des difficultés rencontrées ou des dérives en temps ;Définir des plans d'actions spécifiques à leurs services en accord avec le responsable environnement et de SST ;Mettre en œuvre la politique et les programmes environnement et SST ;Mettre en œuvre les mesures de maîtrise opérationnelles pour éliminer les risques et les aspects environnementaux ;Communiquer et surveiller l'application des procédures et des instructions relatives à l'environnement et la SST et qui sont applicables à leurs services ;Communiquer et faire appliquer les exigences légales et autres applicables à leurs services ;Assurer le respect des objectifs et cibles propres à leurs secteurs ;Assurer l'information, la sensibilisation et la formation de son personnel ;Assurer l'adéquation des hommes et des compétences aux postes de travail ;Proposer des projets d'amélioration des performances et la DG ;Informer le responsable environnement en cas de changement de procédés ;Établir la liste des accidents/incidents relatifs à l'environnement et la SST et informer le responsable environnement/sécurité ;Gérer les déchets générés dans leurs secteurs ;Contrôler les équipements de travail et de sécurité ou de prévention ;Assister aux essais à blanc ;Assurer l'entretien curatif et préventif des équipements et installations ;Respecter les exigences légales et autres applicables ;Établir les procédures d'étalonnage des appareils de mesure nécessaires à l'environnement et la SST ;Informer le responsable environnement/sécurité ainsi que les fournisseurs des réglementations applicables ;Assurer la maîtrise des travaux de sous-traitance et attribuer les permis de feu ;Assurer la consignation des installations à l'arrêt ;Autoriser l'utilisation des machines réparées ou neuves après vérification des mesures de maîtrise ;Assurer la mise en œuvre efficace (fonctionnement et adéquation) des dispositions de signalisations (pictogrammes, BAL, éclairage de secours) et de secours (RIA, extincteurs, etc.) en coordination avec les responsables environnement et sécurité et en conformité avec les exigences légales et règlementaires ;Contribuer au développement de la stratégie et le déploiement de la politique et des objectifs au niveau du processus ;Participer aux analyses des aspects/impact environnemental, dangers et risques SST associés aux activités du processus ;Assurer la responsabilité et l'obligation de devoir rendre compte de la prévention des traumatismes et pathologies liés au travail et de la mise à disposition de lieux de travail et d'activités sûrs et sains ;Déployer la notion de consultation et participation des travailleurs sous sa responsabilité ;Surveiller le bon déroulement des activités et le respect des différentes consignes QSE ;Rendre compte et informer les concernés lors de la détection de tout événement indésirable en relation avec le volet QSE ;Protéger les travailleurs et leurs droits de retrait face aux situations dangereuses non maîtrisées de type représailles.De formation IngénieurVous avez une expérience réussie dans une fonction similaire, dans une industrie d'injection plastique.Vous possédez des connaissances en maintenance générale, hydraulique, pneumatique et électrique, ainsi qu'une expertise dans le domaine des presses d'injection.Vous maîtrisez le management environnemental et les exigences de l'ISO 14001, ainsi que les principes du management SST et les exigences de l'ISO 45001.Vous maitrisez la langue française et anglaise.Rigueur , organisation , forte capacité d'analyse ,sens des responsabilités ,le leadership et la gestion d'équipe sont vos atouts pour réussir à ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt14853F » sur notre site www.talentup.com ou par email à vt14853f-145@talentup.net",Talentup,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Management and Manufacturing,Human Resources Services
2024-07-01,Writer - Freelance AI Tutor (Arabic),"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in ArabicYour level of Arabic is native or proficiency (C2)Your level of English is upper-intermediate (B2) or aboveYou have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Kairouan, Tunisia",Entry level,Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations
