post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
2 months ago,CEO,"Dedicated Customer Service, Bookkeeping, and Back-Office Virtual Assistants Built For Short Term Rental Property Managers, Home Services Companies, and other Small businesses.The RoleYou Will Be Responsible ForWorking as a key part of the management team to establish business goals and objectives and developing high quality business strategies and plans to deliver these.Managing the operations of the company and ensuring these are in line with the Company's strategy and goals.Driving business efficiency and profitability by identifying and implementing process improvements to optimise performance wherever possible.Ideal ProfileYou have at least 1 year experience including solid experience in a similar role within Hospitality, Leisure, Travel. You possess excellent communication and business-facing skills, are organised and able to multi-task effectively.You are a strong networker & relationship builderYou pay strong attention to detail and deliver work that is of a high standardYou are a strong team player who can manage multiple stakeholdersWhat's on Offer?Work alongside & learn from best in class talentA role that offers a breadth of learning opportunitiesOpportunity within a company with a solid track record of performance",CS Outsource,Tunisia,Entry level,Full-time,Business Development and Sales,Hospitality
1 year ago,Oferta de emprego: Empregada de Andares (M/F) - Beja,"Oferta de emprego: Empregada de Andares (M/F) - Beja:SERLIMADescrição Do Emprego:Empregada de Andares (M/F) - Beja»Serlima»24-12-2024»Ref: 7364944»Beja»Hotelaria / TurismoReferência:Detalhe da Oferta:0000000889Referência Da Oferta:A Serlima Integrated Services é uma empresa especializada na prestação de serviços a todas as áreas de negócio do Grupo Serlima, enquadrada no conceito de serviços partilhados.Descrição:O/a colaborador/a será responsável pela limpeza e arrumação de quartos e das áreas comuns da unidade hoteleira.Referência Da Oferta: Experiência anterior comprovada na função (preferencial); Boa apresentação; Gosto pelo atendimento ao público; Gosto pelo trabalho em equipa; Dinamismo e proatividade; Sentido de responsabilidade; Disponibilidade imediata e total.Oferta: Bom ambiente de trabalho; Remuneração compatível com a função.Responda a Esta Oferta Em:Mais Ofertas de Emprego Semelhantes:",Grupo Serlima,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Facilities Services
5 months ago,Financial Controller - Industrie BTP Construction H/F,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Financial Controller H/F, poste basé dans la Sfax (Tunisie).Notre client est une multinationale portugaise, créée depuis plus de Quatre-vingt-dix ans et présente dans huit pays à travers quatre continents. Notre client est actif dans les secteurs du ciment, du béton prêt à l'emploi, des agrégats, des mortiers, des produits en béton et du chaux hydraulique.Notre client continue son développement et recrute un(e) :Financial Controller - Industrie BTP Construction H/FPoste basé à Sfax (Tunisie)Vous Aurez Comme Mission De Établir les comptes sociaux et fiscaux de la société et l'ensemble des déclarations afférentes ; Etre chargé(e) d'animer l'ensemble du processus budgétaire en relation avec les Directions opérationnelles de l'entité ; Assurer et contrôler la production et la régularité du reporting à destination du groupe ; Gérer le contrat, la trésorerie et le suivi des relations avec les banques ; Implémenter la déclinaison opérationnelle, la répartition et l'application au niveau local de l'ensemble des projets initiés par la Direction financière groupe ; Établir des rapports financiers conformes aux normes IFRS ; Préparer mensuellement des prévisions glissantes et des bilans d'activité.De formation Universitaire.Vous possédez une expérience confirmée dans un poste similaire.Vous avez de l'aisance relationnelle, dynamique et organisée.Vous disposez d'une bonne capacité de communication, à l'oral comme à l'écrit en Français.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Vt14951F » sur notre site www.talentup.com ou par email à vt14951f-145@talentup.net",Talentup,"Sfax, Tunisia",Mid-Senior level,Full-time,Accounting/Auditing and Finance,Human Resources Services
1 year ago,Oferta de emprego: Empregado de Mesa (M/F) - Beja,"Oferta de emprego: Empregado de Mesa (M/F) - Beja:SERLIMADescrição Do Emprego:Empregado de Mesa (M/F) - Beja»Serlima»24-12-2024»Ref: 7364954»Beja»Hotelaria / TurismoReferência:Detalhe da Oferta:0000000890Referência Da Oferta:A Serlima Integrated Services é uma empresa especializada na prestação de serviços a todas as áreas de negócio do Grupo Serlima, enquadrada no conceito de serviços partilhados.Descrição:O/a colaborador/a será responsável por atender e servir presencialmente os clientes à mesa, executar diferentes serviços, em situações especiais acolher e aconselhar os clientes, entre outras tarefas inerentes às funções.Referência Da Oferta: Escolaridade mínima obrigatória e formação técnica de mesas (preferencial); Experiência anterior comprovada na função (fator eliminatório); Domínio da língua inglesa; Boa apresentação; Gosto pelo atendimento ao público; Gosto pelo trabalho em equipa; Dinamismo e proatividade; Sentido de responsabilidade; Disponibilidade imediata e total.Oferta: Bom ambiente de trabalho; Remuneração compatível com a função;Responda a Esta Oferta Em:Mais Ofertas de Emprego Semelhantes:",Grupo Serlima,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Facilities Services
5 months ago,Oferta de emprego: Pedreiros (M/F) Beja,Oferta de emprego: Pedreiros (M/F) Beja:Handle - Recursos HumanosOfertaDescrição do emprego:Pedreiros (M/F) Beja»Handle - Recursos Humanos»26-12-2024»Ref: 7378065»Beja»Construção CivilDetalhe Da Oferta Experiência comprovada na função;- Residência na zona;- Responsável e pontual;- Trabalho de equipa; - Faça aqui a sua candidatura:CompetênciasMais Ofertas de Emprego Semelhantes:,Handle - Recursos Humanos,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Human Resources Services
3 weeks ago,Dessinateur Enveloppe du Bâtiment (H/F),"EOSIS ENGENEERING, filiale de la société IRISOLARIS CONSTRUCTION, est spécialiste de la charpente métallique. Elle se positionne sur le marché de la construction de bâtiments ou structures pour le milieu agricole, l’industrie ou encore les collectivités. Elle pilote les projets de construction de leur élaboration (études) jusqu’à leur réalisation (conduction de travaux).IRISOLARIS CONSTRUCTION fait partie du Groupe IRISOLARIS, un groupe indépendant, entrepreneur du changement, dont la vocation est d’accompagner les territoires et leurs industries en contribuant activement à un avenir plus durable.Le Groupe a une présence nationale accrue et une vision internationale, il intervient aujourd’hui sur 3 domaines d’activité :L’installation, la production, l’exploitation et la maintenance d’équipements de production d’Energie verte portées par ses filiales IRISOLARIS ENERGIE et GISCO. La conception, la construction et la gestion de projets agricoles, immobiliers, industriels et tertiaires par sa filiale IRISOLARIS CONSTRUCTION. Le conseil et l’accompagnement structurant de ses filiales avec la Société IRISOLARIS SUPPORT. Le Groupe est en pleine évolution avec une forte croissance de ses équipes et ses filiales (+100 à 130 personnes chaque année et un chiffre d’affaires doublé d'exercice en exercice). De nouvelles activités pour servir nos ambitions sont fréquemment intégrées à notre panel d’activité.Vous souhaitez rejoindre une entreprise et groupe dynamique, avec des équipes passionnées ? Alors vous êtes au bon endroit ! :)Afin de dynamiser sa croissance, IRISOLARIS CONSTRUCTION développe son Bureau d'Etudes EOSIS ENGENEERING TUNSIE, et recrute un Dessinateur Enveloppe du Bâtiment, en CDI, à Tunis.Votre mission :Participer au développement de l’entreprise :Collaborer avec le calculateur pour analyser le cahier des charges et proposer une conception optimisée de la structure dans le respect des normes en vigueur. Innover par la recherche et la proposition de nouvelles solutions techniques économiques, plus particulièrement dans la partie enveloppe du bâtiment. Réaliser les plans :A partir des plans d’architectes, en étroite collaboration avec le calculateur, établir des plans d’ensemble qui serviront de base aux mises au point techniques avec les différents acteurs du projet. Elaborer les plans de couvertures/bardages et serrureries des charpentes métallique. Elaborer des plans d’exécution suivant la note de calculs et en adéquation avec les besoins des différents intervenants (dans le respect des prestations vendues). Réaliser des dossiers de fabrication pour transmission à l’atelier. Réaliser des dossiers de montage pour transmission aux équipes de pose. Réaliser des plans de calepinage bacs collaborant, couverture, bardage, des plans de détails ainsi que des métrés pour le service achat. Réaliser des carnets de détails armatures béton arméGestion de sous-traitance et Reporting :Gestion de sous-traitance sur les études de charpente métallique globaleEffectuer un reporting hebdomadaire au responsable de ses activités généralesCompétences techniques :Maitrise des procédés et des normes de construction métallique, couverture, bardage et tous corps d’étatsMaitrise des logiciels AUTOCAD et TEKLAMaitrise des logiciels Bureautiques (Pack Office)Maîtrise des techniques liées au dessinMaîtrise de la géométrie dans l'espace : perspectives, dessin tridimensionnelCompétences relationnelles :Comprendre les besoins des différents interlocuteursArgumenter ses décisions afin de convaincre et susciter l'adhésionSavoir traiter et transmettre les informations oralement et par écritSavoir travailler en équipeSavoir gérer une équipe et assurer les interactions calculateurs et projeteursVos petits + :Être autonome, capable de travailler et de concevoir sans surveillance étroiteFaire preuve de rigueur, d’organisationGérer les priorités et être réactifÊtre force de propositions, curieuxRémunération :Entre 1 500 et 2 200 dinars (débutants)Entre 2 200 et 2 700 dinars (expérimentés)Notre process de recrutement simple et rapide :Etape 1️⃣ : Premier contact par téléphone ou en visio avec notre Chargée de recrutement pour échanger sur votre parcours, vos envies, le poste et la sociétéEtape 2️⃣ : Entretien en présentiel avec le/la manager et la Chargée de recrutement pour approfondir davantage votre parcours, vos compétences et vous donner pleins d'infos sur le poste => la transparence avant tout !Etape 3️⃣ : Une mise en situation sur un cas concret Etape 4️⃣ : La semaine qui suit, nous vous donnons une réponse qu'elle soit positive ou négative Etape 5️⃣ : GO ! Bienvenue au sein du Groupe Poste à pourvoir dès que possible mais nous sommes prêts à attendre la bonne personne :)Si vous vous reconnaissez dans cette annonce, alors n'attendez pas et postulez pour rejoindre notre Team Dessin !",IRISOLARIS,"Tunis, Tunis, Tunisia",Entry level,Full-time,"Design, Art/Creative, and Information Technology",Solar Electric Power Generation
8 months ago,Oferta de emprego: Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de confli,"Oferta de emprego: Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de confli:Mutação - Consultoria, Estudos e Serv. FormaçãoOfertaDescrição do emprego:Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de conflitos»Mutação - Consultoria, Estudos e Serv. Formação»Ref: 7297212»12-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Mutação, Lda. empresa de Formação e Consultoria está a recrutar Formador/a para Santana da Serra, em horário laboral e formação presencial, com experiência relevante no seguinte módulo:10005 - Gestão de equipas e de conflitosO/as interessados/as deverão remeter via e-mail a seguinte documentação: Cópia CV detalhado; Cópia Certificado de Habilitações; Cópia CAP/CCP ou indicação de isenção; Cópia Comprovativos de Experiência Pedagógica,para o seguinte endereço: *** Candidatura Online ***","Mutação - Consultoria, Estudos e Serviços de Formação, Lda.","Béja, Béja, Tunisia",Mid-Senior level,Full-time,Education and Training,Education Administration Programs
9 months ago,Oferta: Mecânico Agrícola e Industrial (M/F) Alentejo,"Oferta: Mecânico Agrícola e Industrial (M/F) Alentejo:MANPOWER PORTUGALDescrição Do EmpregoMecânico Agrícola e Industrial (M/F) Alentejo»Manpower Portugal»26-12-2024»Ref: 7377517»Beja»Conservação / Manutenção / TécnicaDetalhe Da OfertaA Manpower Portugal, líder em Recursos Humanos a nível mundial, Referência da oferta: Mecânico Agrícola e Industrial (M/F) para integrar prestigiada empresa cliente, na zona de Vendas Novas.ResponsabilidadesExecutar manutenções corretivas e preventivas em máquinas, veículos ou outros equipamentos agrícolas e industriais.PerfilExperiência em mecânico de máquinas agrícolas e industriais;Experiência em Serralharia;Gosto pelo trabalho em equipa.CondiçõesContrato de Trabalho direto com a empresa cliente;Remuneração a negociar consoante a experiência.Referência da oferta:: Vendas Novas, Alentejo.Caso reúna o perfil pretendido e pretenda concorrer a esta oportunidade, envie o CV atualizado para *** Candidatura Online ***com a referência MECVENDASNOVASCompetênciasMais Ofertas de Emprego Semelhantes:",ManpowerGroup Portugal,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Human Resources Services
1 day ago,Especialista em Recursos Humanos,"Condições RequeridasHabilitações Escolares e ProfissionaisHabilitações MínimasLicenciaturaHabilitações MáximasLicenciaturaFormação Profissional ExigidaSimFormação ProfissionalGestão e AdministraçãoData Prevista Para Início Do Trabalho2024-08-15Área De FormaçãoGestão e AdministraçãoCertificação ProfissionalSExperiência ProfissionalExperiência AnteriorSimTempo Mínimo De Experiência24 mesesCumprimento de QuotasCumprimento de Quotas ? recrutamento de pessoas com deficiência (Lei 4/2019)?:NãoOutros RequisitosNormas específicas de higiene e segurança no trabalho:SimDescrição do PerfilAuxiliar nos recursos humanos, Recrutamento, organização de pessoal, organização da documentacãoCondições OferecidasContrato de TrabalhoTipo De ContratoSem termoRegime De TrabalhoA tempo completoHorário TrabalhoRegime HorárioDiurnoNº De Horas8.0Descanso SemanalRegime GeralFormas De Prestação De TrabalhoPresencialRemuneração e SubsídiosRemuneração Base Ilíquida1100 EUR/MêsSubsídio De RefeiçãoSubsídio de alimentação6 EUR / diaIrctA entidade contratante declara não possuir IRCT.Outras RegaliasPagamento De ViagensNão aplicável",IEFP,"Béja, Béja, Tunisia",Entry level,Full-time,Human Resources,Government Administration
2 days ago,Self Employed Accountant Tunisia,"This is a remote position.Seeking an Experienced Accountant for an Exciting Position with a Global Accounting Service Provider!Our company provides accounting in many countries across the world. We are seeking a skilled and self-motivated accountant to manage the complete accounting needs of one or more clients in countries of your choice. This is an ideal opportunity for those who thrive in a flexible and dynamic work environment.As a self-employed accountant within our organization, you will provide accounting services in a country of your expertise. You will be tasked with handling full company accounting requirements for diverse clients across various industries. Your responsibilities will include the preparation and filing of all relevant tax returns, ensuring compliance with financial regulations, and adeptly managing accounting data within Zoho Books and other Zoho applications. The volume and intensity of work will vary, offering a unique blend of challenges and opportunities each month.Requirements - Proven Experience In Full Spectrum Company Accounting. Proficiency in Zoho Books and other Zoho applications.  Capability to prepare and file tax returns independently.  Strong understanding of local and international financial regulations.  Excellent analytical and problem-solving skills.  Professional qualification in accounting (CPA, ACCA, or equivalent).  Exceptional organizational skills and the ability to manage multiple tasks simultaneously.  Fluent in English; additional languages are an asset. Benefits 1. Flexibility in work hours and location. Engagement with a diverse client base.  Variable workload based on client needs each month.  Compensation on a per-client, per-project basis. Application Process:Interested candidates are invited to submit their resume along with a cover letter detailing their experience and suitability for the role at https://www.gotaccountingsolutions.com/remote-accountant-position.We look forward to welcoming a dedicated professional to our team who is eager to contribute to and grow with our global enterprise.",HReset,"Tunis, Tunis, Tunisia",Mid-Senior level,Contract,Accounting/Auditing,Accounting
1 week ago,Copywriter - Freelance AI Tutor,"If you're a professional who works with text, we have an exciting opportunity to use your writing, editing, technical, and creative skills in a new and innovative way. As an AI Tutor - Writer, you won't just be writing; you'll be helping to shape the future of AI.We're seeking freelance writers, copywriters, and wordsmiths to collaborate with us in creating a diverse range of content. This role is more than traditional copywriting; it involves training AI systems by crafting text that teaches and informs their responses.As an AI Tutor - Writer you will use your writing skills to create text on a wide range of topics. Working within our style guide, you will create responses that will form the ‘voice' for future AI. You will create original, helpful, honest, harmless text responses and you'll fact check your work using verifiable sources.RequirementsYou have some professional or educational experience in creative writing, copywriting or editing in EnglishYour level of English is native or proficiency (C2)You have a degree in communications, linguistics, literature, journalism, or similarYou are ready to learn new methods, able to switch between projects and topics quickly and sometimes work with challenging, complex guidelinesOur freelance role is fully remote so, you just need a laptop, internet connection, time available and enthusiasm to take on a challengeBenefitsTake part in part-time, remote, freelance projects that respect your primary professional or academic commitmentsTry your hand at an AI project and enrich your portfolio with new experiencesMake a tangible impact on the quality of AI",Mindrift,"Sousse, Sousse, Tunisia",Full-time,"Marketing, Public Relations, and Writing/Editing",Primary and Secondary Education and Non-profit Organizations,
1 month ago,Python Data Scientist/Analyst - LLM Project,"Python Data Scientist/AnalystExperience: 2 - 15 YearsLocation: - Anywhere in the World - Permanent RemoteContract Duration:  6-12 monthsPayout: USD 15-21 $ per hourWork timings which is:-primarily, overlap is required from 8 AM to 1 PM PST. The remaining 3 hours can be accommodated either before 8 AM PST or after 1 PM PSTOpportunity- Full Time, 8 hours, 6 monthsMust-HaveBachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)At least 2 years of relevant experience as a data scientist2+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence2+ years of experience working with Python programming.Fluent in conversational and written English communication skills.Job DescriptionWe are actively seeking talented Data Scientists & Analysts proficient in Python to join our ambitious team dedicated to pushing the frontiers of AI technology. This opportunity is tailored for professionals who thrive on developing innovative solutions and aspire to be at the forefront of AI advancements. You will work with companies in the US looking to develop cutting-edge commercial and research AI solutions.Job ResponsibilitiesWrite effective Python code to tackle complex issues, but also use your business sense and analytical abilities to glean valuable insights from public databases Communicate clearly with researchers and help the organization in realizing its objectives Clearly express the reasoning and logic when writing code in Jupyter notebooks, or other suitable mediums Fix bugs in the code and create thorough documentation Utilize extensive data analysis skills to develop and respond to important business queries using available datasets (such as those from Kaggle, the UN, the US government, etc.) Effectively communicate with the researchers to comprehend the needs and provide the resultsJob RequirementsBachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience) At least 2 years of relevant experience as a data scientist 2+ years of data analysis experience and a desire to have a significant impact on the field of artificial intelligence 2+ years of experience working with Python programming Strong data analytic abilities and business sense are required to draw the appropriate conclusions from the dataset, respond to those conclusions, and clearly convey the key findings Excellent problem-solving and analytical skills Excellent communication abilities to work with stakeholders and researchers successfully Fluent in conversational and written English communication skills Skills: python programming,stakeholders,data science,fluent english communication,ai technology,artificial intelligence,data analysis skills,communication skills,data analytics,data analytic abilities,python,communication abilities,analytical skills,data analyst,analytical abilities,business sense,problem solving,stakeholder management,documentation,data scientist,engineering,computer science,data analysis,analytics,problem-solving,jupyter notebooks,researchers,bug fixing,written english communication,communication,problem-solving skills,data analytic,written english communication skills,programming,machine learning,python code",YO HR Consultancy,Tunisia,Associate,Contract,Engineering and Information Technology,Business Consulting and Services
1 day ago,Especialista em Recursos Humanos,"Condições RequeridasHabilitações Escolares e ProfissionaisHabilitações MínimasLicenciaturaHabilitações MáximasLicenciaturaFormação Profissional ExigidaSimFormação ProfissionalGestão e AdministraçãoData Prevista Para Início Do Trabalho2024-08-15Área De FormaçãoGestão e AdministraçãoCertificação ProfissionalSExperiência ProfissionalExperiência AnteriorSimTempo Mínimo De Experiência24 mesesCumprimento de QuotasCumprimento de Quotas ? recrutamento de pessoas com deficiência (Lei 4/2019)?:NãoOutros RequisitosNormas específicas de higiene e segurança no trabalho:SimDescrição do PerfilAuxiliar nos recursos humanos, Recrutamento, organização de pessoal, organização da documentacãoCondições OferecidasContrato de TrabalhoTipo De ContratoSem termoRegime De TrabalhoA tempo completoHorário TrabalhoRegime HorárioDiurnoNº De Horas8.0Descanso SemanalRegime GeralFormas De Prestação De TrabalhoPresencialRemuneração e SubsídiosRemuneração Base Ilíquida1100 EUR/MêsSubsídio De RefeiçãoSubsídio de alimentação6 EUR / diaIrctA entidade contratante declara não possuir IRCT.Outras RegaliasPagamento De ViagensNão aplicável",IEFP,"Béja, Béja, Tunisia",Entry level,Full-time,Human Resources,Government Administration
3 weeks ago,Designer Système H/F,"Vidal Associates Consulting and Search, acteur de référence dans le recrutement par approche directe de cadres spécialistes et de dirigeants en France et à l'international, recrute pour son client un(e) Designer Système H/F , poste basé à Tunis (Tunisie) .Nous recrutons pour notre client un éditeur de logiciel un(e) :Designer Système H/FPoste basé à Tunis (Tunisie)Vous Aurez Comme Missions De Concevoir, développer et maintenir le design system de l'entreprise, y compris les composants UI, les lignes directrices visuelles, les règles de typographie et les systèmes de couleurs ; Collaborer avec les équipes de développement pour garantir la faisabilité technique des composants et assurer leur intégration harmonieuse dans les produits ; Documenter le design system de manière claire et accessible, afin de faciliter son utilisation par toutes les parties prenantes ; Travailler avec les designers produit pour garantir la cohérence des expériences utilisateur dans tous les produits ; Conduire des recherches et des analyses pour identifier les meilleures pratiques et les tendances émergentes en matière de design system ; Fournir des conseils et des formations aux équipes internes sur l'utilisation du design system ; Participer aux revues de design et aux séances de rétroaction pour améliorer continuellement le design system.De formation ingénieur .Vous disposez d'une expérience significative dans la création et le maintien de design systems pour des produits numériquesVous avez une expertise en usage de Figma avec une bonne connaissance des principes de design UI/UX.Vous avez des solides compétences en communication et capacité à collaborer avec des équipes multidisciplinairesVous avez une bonne capacité de communication, à l'oral comme à l'écrit en Français .Capacité à résoudre des problèmes de manière créative , proposer des solutions innovantes. attention aux détails ,connaissance des principes d'accessibilité ,sont vos atouts pour réussir ce poste.Afin d'étudier votre candidature avec attention, nous vous remercions de l'adresser à VIDAL ASSOCIATES Consulting & Search, en déposant votre dossier sous la référence « Ve15299F » sur notre site www.talentup.com ou par email à ve15299f-145@talentup.net",Talentup,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,"Design, Art/Creative, and Information Technology",Human Resources Services
8 months ago,Oferta de emprego: Recruta-se Formador/a para Santana da Serra - 10006 - Ética e Deontologia,"Oferta de emprego: Recruta-se Formador/a para Santana da Serra - 10006 - Ética e Deontologia:Mutação - Consultoria, Estudos e Serv. FormaçãoDescrição Do EmpregoAnúncio de emprego:Recruta-se Formador/a para Santana da Serra - 10006 - Ética e Deontologia»Mutação - Consultoria, Estudos e Serv. Formação»5-5-2024»Ref: 7396153»Beja»Educação / FormaçãoDetalhe Da OfertaA Mutação, Lda. empresa de Formação e Consultoria está a recrutar Formador/a para Santana da Serra, em horário laboral e formação presencial, com experiência relevante no seguinte módulo:10006 - Ética e Deontologia na organização do trabalho em equipaO/as interessados/as deverão remeter via e-mail a seguinte documentação: Cópia CV detalhado; Cópia Certificado de Habilitações; Cópia CAP/CCP ou indicação de isenção; Cópia Comprovativos de Experiência Pedagógica,para o seguinte endereço: *** Candidatura Online ***CompetênciasMais Ofertas de Emprego Semelhantes:","Mutação - Consultoria, Estudos e Serviços de Formação, Lda.","Béja, Béja, Tunisia",Entry level,Full-time,Education and Training,Education Administration Programs
3 weeks ago,Technical Support Engineer(Tunisia),"job description:1. dealing with the problems encountered by customers in the installation and commissioning of the company's various models of inverters, faults, etc., through e-mail, telephone, Whatsapp, etc..2. Maintenance spare parts management, good spare parts plan.3, if the customer needs, need to travel to the scene to deal with the relevant machine failure problems.4. after the product is familiar with, need to give the customer training5. complete other tasks arranged by the leadershiprequirement:1. honesty, integrity, loyalty (no slacking, no speculation, honest and trustworthy)2. result orientated3. Strong learning ability, good at thinking and summing up4. strong communication skills, know how to think differently(able to speak English)5. Hard-working and stress-resistant6. strong customer service awareness, not only efficient and timely handling of issues, but also to make customers feel happy7. have a certain degree of hands-on abilitycore requirement:1. Strong communication skills2. Strong execution force, strong work initiative3. Have industry knowledge, power electronics professional foundation, the basic circuit, PWM, inverter debugging method has a certain understanding, and strong problem analysis and solution ability.Location: TunisiaWelcome to join us! Contact details:Please send your English resume & expected salary&location to: eric.he@growatt.comPlease indicate the country&position that you applyWe would contact you soon.Please visit www.ginverter.com for more company profile. Thank you.About Growatt:Established in 2010, Growatt is a global leader in smart energy solutions. The company provides an extensive portfolio of products and solutions including PV inverters, energy storage systems, EV chargers and smart energy management solutions. According to IHS Markit, the company is the world's No.1 residential inverter supplier and also ranks among the global top 5 suppliers of commercial inverters. Additionally, for storage hybrid inverters, Growatt is the second largest supplier in the world according to Wood Mackenzie.",Growatt New Energy,"Tunis, Tunis, Tunisia",Associate,Full-time,"Customer Service, Engineering, and Manufacturing","Appliances, Electrical, and Electronics Manufacturing, Electrical Equipment Manufacturing, and Electric Lighting Equipment Manufacturing"
2 weeks ago,Project Manager,"This job will be based in Qatar.The ideal candidate will be responsible for planning, coordinating, and implementing projects within the decided-upon budget, timeline, and scope. They will also effectively monitor and present project updates to relevant stakeholders, clients, or project team members.  ResponsibilitiesSet project timelineMonitor project deliverablesUpdate relevant stakeholders or team members on the project progressCoach and support project team members with tasks you assign themQualificationsBachelor's Degree or equivalent experienceStrong business acumen in project planning and managementStrong verbal, written, and organizational skills",Confidential,"Tunis, Tunisia",Mid-Senior level,Full-time,Project Management,Construction and Facilities Services
1 day ago,Diretor e Gerente de Restauração (Restaurantes e Similares),"Condições RequeridasHabilitações Escolares e ProfissionaisHabilitações MínimasLicenciaturaHabilitações MáximasLicenciaturaFormação Profissional ExigidaNãoData Prevista Para Início Do Trabalho2024-06-01Certificação ProfissionalNExperiência ProfissionalExperiência AnteriorNãoCumprimento de QuotasCumprimento de Quotas ? recrutamento de pessoas com deficiência (Lei 4/2019)?:NãoOutros RequisitosTipo(s) De Carta ConduçãoLigeirosNormas específicas de higiene e segurança no trabalho:SimObservaçõesRestauraçãoDescrição do PerfilResponsável e organizado, boa capacidade gerir equipas, boa comunicação, boa capacidade de trabalho em equipa, capacidade de aprendizagemCondições OferecidasContrato de TrabalhoTipo De ContratoSem termoRegime De TrabalhoA tempo completoHorário TrabalhoRegime Horárioa combinarNº De Horas8.0Descanso SemanalOutro FixoFormas De Prestação De TrabalhoPresencialRemuneração e SubsídiosRemuneração Base Ilíquida1400 EUR/MêsSubsídio De RefeiçãoRefeições incluídasIrctA entidade contratante declara não possuir IRCT.Outras RegaliasPagamento De ViagensNão aplicável",IEFP,"Béja, Béja, Tunisia",Mid-Senior level,Full-time,Business Development and Sales,Government Administration
1 month ago,Supply Chain & Operations Manager (H/F),"At EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better, too. Join us and build an exceptional experience for yourself, and a better working world for all.As Supply Chain & Operations Manager, you'll actively establish, maintain and strengthen internal and external relationships. With guidance from partners, senior managers and managers, you'll identify potential business opportunities for EY. By drawing on your knowledge and experience, you'll create innovative commercial insights for clients, adapt methods and practices to fit operational team and cultural needs, and contribute to thought leadership.You'll actively contribute to improving operational efficiency on Supply Chain & Operations projects and internal initiatives. In line with EY's commitment to quality, you'll consistently drive projects to completion and confirm that work is of high quality. Your role in leading teams - or parts of teams - on engagements will depend on the size of engagement. When working on engagements, you'll report to higher levels of management, who will expect you to anticipate and identify risks, and escalate any issues as appropriate.As an influential member of the team, you'll help to create a positive learning culture, coach and counsel junior team members and help them to develop.Typical projects the team is directly involved in, include, though is not limited to:Transform Supply Chains through a cross-disciplinary approachReview, improvement, and assessment of Supply Chain & procurement functionsDistribution strategy, including multi-channel and digital, as well as sales force effectivenessLogistics Network transformationIndustry 4.0 transformation roadmap and implementationResponsibilities and required skills:Ability to independently and effectively structure and manage large and complex work streams and/or entire engagements, which includes:Workplanning and project structuringStoryboardingCoaching and development of junior and senior team members and managing commercials (pricing, billing, margin management)Ability to build effective, long-lasting relationships with clientsParticipating in Business development initiativesDevelopment of an internal network that enables you to leverage and deploy the deep subject matter expertise of EY team membersContribution to the building of the Business Consulting team, including hiring, training, and management of team operations (staffing, recruiting, financials, team events, mentoring)Qualifications/skills you'll need: Outstanding academic record including a bachelor's degree (with an emphasis on Engineering, Business, Supply Chain or Logistics), a graduate degree is preferred6 to 8 years of experience in industrial or distribution international companies in supply chain positions or other relevant working experience is a requirement, preferably including 2-3 years in leadership roleExperience as a supply chain consultant is highly appreciated.Experience with improving procurement performance for large-spend organizations with complex procurements.Preferred candidates will demonstrate experience with managing strategic sourcing activities,Familiarity with leading supply chain and procurement technologiesEvidence of strong innovation, problem-solving and structured thinking skillsAbility to analyse complex challenges and deliver insightful, practical solutionsEvidence of strong client handling skills, and impact with senior stakeholdersAbility to influence and persuade clients and stakeholder to gain support for major changes and key decisionExcellent oral and written communication skills in Arabic, French and EnglishIn the context of its Diversity policy, EY considers, on an equal skills basis, all applications, including those from individuals with disabilities. EY offers a multitude of experiences to live, numerous sectors to explore, and extraordinary encounters.Join us in building a better working world.Live the EY experience, join us!",EY,"Tunis, Tunisia",Mid-Senior level,Full-time,Accounting/Auditing and Consulting,Financial Services
