post_date,job_title,job_description,company,location,seniority,employement_type,job_functions,industry
2023-07,Oferta de emprego: Serventes (m/f) - Beja,"Oferta de emprego: Serventes (m/f) - Beja:GLOBALTEMPDescrição Do Emprego Referência da oferta: GLOBALTEMP  Referência da oferta: Tempo Inteiro Referência da oferta: 26-12-2024 Zona  BejaReferência da oferta: Construção CivilReferência Da OfertaA GLOBALTEMP, Empresa de Trabalho Temporário, S.A., encontra-se atualmente em processo de recrutamento, para prestigiada empresa nossa cliente.Serventes (m/f) – BejaPerfil Experiência na função; Assíduo; Pontual; Sentido de responsabilidade; Disponibilidade total e imediata;Trabalho a desenvolver - reforço estrutural de passagens hidraulicas!Condições Vencimento base; Subsidio de alimentação; Proporcionais de férias + natal Contrato de trabalho a tempo inteiro; Transporte para a obra; Entrada Imediata.Se reúne os requisitos do perfil acima, ligue para 211 583 731 ou 934 134 777, ou envie o seu currículo por email para *** Candidatura Online ***",Globaltemp,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Staffing and Recruiting
2023-07,Product Manager,"Yassir is the leading super App in the Maghreb region set to changing the way daily services are provided. It currently operates in 45 cities across Algeria, Morocco and Tunisia with recent expansions into France, Canada and Sub-Saharan Africa. It is backed (:$200M in funding) by VCs from Silicon Valley, Europe and other parts of the world.We offer on-demand services such as ride-hailing and last-mile delivery. Building on this infrastructure, we are now introducing financial services to help our users pay, save and borrow digitally.Helping usher the continent into a digital economy era. We’re not just about serving people - we’re about creating a marketplace to bring people what they need while infusing social values.About The RoleWe are looking for an experienced product manager to join our Super App and Mobility Initiative. You will join the team that leads and owns the Product vision and roadmap for Yassir Super App products. If you possess unparalleled strategic thinking, big picture person, business acumen, you are obsessed with customer jobs-to-be-done, and you are detailed-oriented, then we are looking for you!TASKSWork with customers to understand jobs to be done and design user journeysDevelop user stories translating business requirements into specifications the design and tech team can act upon Own the product roadmap and oversee its execution while balancing requirements across products and countries Contribute to the company culture and be responsible for the success and personal growth of our product managers Contribute to the company's overall strategy working closely with the engineering, data, and operations teams Manage the different stakeholders across countries and products REQUIREMENTS+5 years experience as a product manager or in a similar senior-level positionmanagement skills, ideally experience managing remote teamsExperience in a rapidly growing company in the mobility, on-demand, or delivery space is a plusBSc/MSc in Engineering, Computer Science, Design or relevant fieldBENEFITSGreat compensation and bonuses including stock optionsGround floor opportunity with the team; shape the strategic direction of the companySharp, motivated co-workers in a fun office environment or in remote Paid company holidaysFull social coverageWHY YOU SHOULD JOIN YASSIRJoin one of the fastest-growing tech companies in North AfricaHave a lasting impact on our company's culture Make a real impact on the world by helping us bring affordable financial and on-demand services to millions of AfricansWork on some really hard technical challenges from identity infrastructure for Africans, digital payment networks to complex mapping and routing systems across the continentWe are the first Algerian startup to go through Y Combinator program and we’re backed by top investors including Unpopular Ventures, Rebel Fund and DainTree.VCAt Yassir, we believe in the power of diversity and the importance of an inclusive culture. So, if you're ready to bring your unique perspective and experiences to the table, then we're excited to listen.Don't just apply for a job, come and be a part of our journey. Let's create a better tomorrow together.We look forward to receiving your application!Best of luck,Your Yassir TA Team",Yassir,"Tunis, Tunisia",Not Applicable,Full-time,Product Management and Marketing,IT Services and IT Consulting
2023-07,Oferta de emprego: Empregado de Mesa (M/F) - Beja,"Oferta de emprego: Empregado de Mesa (M/F) - Beja:SERLIMADescrição Do Emprego:Empregado de Mesa (M/F) - Beja»Serlima»24-12-2024»Ref: 7364954»Beja»Hotelaria / TurismoReferência:Detalhe da Oferta:0000000890Referência Da Oferta:A Serlima Integrated Services é uma empresa especializada na prestação de serviços a todas as áreas de negócio do Grupo Serlima, enquadrada no conceito de serviços partilhados.Descrição:O/a colaborador/a será responsável por atender e servir presencialmente os clientes à mesa, executar diferentes serviços, em situações especiais acolher e aconselhar os clientes, entre outras tarefas inerentes às funções.Referência Da Oferta: Escolaridade mínima obrigatória e formação técnica de mesas (preferencial); Experiência anterior comprovada na função (fator eliminatório); Domínio da língua inglesa; Boa apresentação; Gosto pelo atendimento ao público; Gosto pelo trabalho em equipa; Dinamismo e proatividade; Sentido de responsabilidade; Disponibilidade imediata e total.Oferta: Bom ambiente de trabalho; Remuneração compatível com a função;Responda a Esta Oferta Em:Mais Ofertas de Emprego Semelhantes:",Grupo Serlima,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Facilities Services
2023-07,Oferta: Eletricista Auto (M/F) – Minas de Aljustrel e Castro Verde – Ref ª C-EA – URGENTE,"Oferta: Eletricista Auto (M/F) – Minas de Aljustrel e Castro Verde – Ref ª C-EA – URGENTE:PSICOTEMPOS - Empresa de Trabalho Temporário, Lda.Descrição Do EmpregoEletricista Auto (M/F) – Minas de Aljustrel e Castro Verde – Ref ª C-EA – URGENTE»PSICOTEMPOS - Empresa de Trabalho Temporário, Lda.»7-5-2024»Ref: 7393009»Beja»Conservação / Manutenção / TécnicaDetalhe Da OfertaPrestigiada empresa de Comércio e Distribuição de Equipamentos para Obras Públicas, Mineiros e Construção Civil, seleciona por nosso intermédio, para desempenhar funções nas minas deALJUSTREL E CASTRO VERDE: ELETRICISTA AUTO  (Laboração em Mina) (M/F) Pretende-se Formação técnica em Eletrónica; Experiência comprovada; Caso não possua residência na zona, será assegurado o alojamento e a alimentação; Facilidade de relacionamento e comunicação; Responsável, pró-activo e dinâmico; Referências.Referência Da Oferta Integração numa empresa sólida, em forte expansão, formação contínua e remuneração compatível com a experiência demonstrada; Perspetivas de carreira e valorização profissional; Amplas regalias sociais em vigor na empresa; Contrato de trabalho direto com o cliente.Se reúne estes requisitos, Referência da oferta: detalhado para *** Candidatura Online ***com a indicação daRefª C-EAConsulte o nosso Facebook e clique “Gosto” para receber todas as novas ofertas de emprego:Siga-nos também no Linkedin em e veja as nossas novidades.Ao enviar a sua candidatura, estará implicitamente a dar consentimento para o tratamento dos seus dados pessoais.Os dados pessoais fornecidos através da sua candidatura, serão preservados durante o período em que decorra o processo a que se candidate ou durante o período que se considere necessário até à identificação de uma oportunidade de emprego. Para ambas as situações, se a candidatura não for considerada, será eliminada ao fim de 6 meses.Consulte a nossa Política de Privacidade emPSICOTEMPOS, ETT. - Alvará nº 434 de 30 de Maio de 2003CompetênciasMais Ofertas de Emprego Semelhantes:",Psicotempos,"Béja, Béja, Tunisia",Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting
2023-07,Oferta de emprego: Serventes (m/f) - Moura,"Oferta de emprego: Serventes (m/f) - Moura:GLOBALTEMPDescrição Do Emprego Empregador: GLOBALTEMP  Tipo de contrato: Tempo Inteiro Data de publicação: 26-12-2024 Zona  BejaCategoria da oferta Construção CivilDescrição Da OfertaA GLOBALTEMP, Empresa de Trabalho Temporário, S.A., encontra-se atualmente em processo de recrutamento, para prestigiada empresa nossa cliente.Serventes (m/f) – MouraPerfil Experiência na função; Assíduo; Pontual; Sentido de responsabilidade; Disponibilidade total e imediata;Trabalho a desenvolver - reforço estrutural de passagens hidraulicas!Condições Vencimento base; Subsidio de alimentação; Proporcionais de férias + natal Contrato de trabalho a tempo inteiro; Transporte para a obra; Entrada Imediata.Se reúne os requisitos do perfil acima, ligue para 211 583 731 ou 934 134 777, ou envie o seu currículo por email, para *** Candidatura Online ***",Globaltemp,"Béja, Béja, Tunisia",Entry level,Full-time,Other,Staffing and Recruiting
2023-07,Associate,"Line of ServiceAssuranceIndustry/SectorNot ApplicableSpecialismAssuranceManagement LevelAssociateJob Description & SummaryA career in our Accounting Services Group practice, within Assurance Support services, will provide the opportunity to support our engagement teams and clients by providing advice and counsel on accounting, financial reporting, and strategic business issues. In joining, you’ll help ensure a complete and relevant exchange of information among our consultants and in turn with engagement teams and clients, provide experts advice on a variety of specific topics, support engagement teams in resolving complex issues, and supporting clients and their subsidiaries in evaluating the potential impact of accounting and reporting standard setting initiatives. You’ll develop strong relationships with our engagement teams and established audit clients and enhance our ability to meet greater investor expectations with the challenges of an increasingly complex business environment.Our team provides advice and counsel on accounting, financial reporting, and strategic business issues using US GAAP and International Financial Reporting Standards frameworks. You’ll work on both local and global engagements and keep PwC teams informed about accounting and financial reporting developments that might affect engagements through issuing communications and through curated trainings. You’ll also assist with developing and communicating PwC’s point of view to internal and external parties as needed.ResponsibilitiesAs an Associate, you’ll work as part of a team of problem solvers with extensive consulting and industry experience, helping our clients solve their complex business issues from strategy to execution. Specific responsibilities include but are not limited to:Proactively assist the team in various aspects of the projectPrepare deliverablesContribute to the development of your own and team’s technical acumenKeep up to date with local and national business and economic issuesEnsure you are adhering to compliance mattersWork on developing internal relationships and your PwC brand Required SkillsOptional SkillsDesired Languages (If blank, desired languages not specified)Travel RequirementsUp to 20%Available for Work Visa Sponsorship?NoGovernment Clearance Required?NoJob Posting End Date",PwC,"Tunis, Tunis, Tunisia",Associate,Full-time,Other,IT Services and IT Consulting
2023-10,"Oferta: Operador Agrícola (M/F) - Almograve, Odemira","Oferta: Operador Agrícola (M/F) - Almograve, Odemira:MANPOWER PORTUGALDescrição Do EmpregoOperador Agrícola (M/F) - Almograve, Odemira»Manpower Portugal»26-5-2024»Ref: 7429330»Beja»Agricultura / Florestas / PescasDetalhe Da OfertaA ManpowerGroup, Líder mundial em serviços de Recursos Humanos, encontra-se a recrutar para prestigiado cliente, Operadores agrícolas para a zona de Almograve, Odemira.Referência Da Oferta Colher frutos; Preparar embalagens para tratamento final.Perfil Viatura própria (obrigatório) Experiência na função; Documento de identificação válido; Disponibilidade imediata.Condições Horário das 07H30 - 16H30 Folga fixa ao domingo + folga rotativa Contrato de trabalho até julhoNota: Não é disponibilizado alojamento nem transporte.Referência da oferta:: Almograve, OdemiraSe reúne os requisitos para a função, deverá enviar o seu CV atualizado para *** Candidatura Online ***Esperamos por si!CompetênciasMais Ofertas de Emprego Semelhantes:",ManpowerGroup Portugal,"Béja, Béja, Tunisia",Entry level,Full-time,Management and Manufacturing,Human Resources Services
2023-10,ADV Sales Administration Advisor Saas,"Questel's mission is to facilitate the development of innovation in an efficient, safe and sustainable way.Questel provides an integrated platform of software and services to meet all needs in terms of intellectual property and innovation management.With more than 20,000 customers in 30 countries, Questel has become a world leader whose IT expertise is recognised throughout the world and is reflected in all its offerings.At Questel, our employees, based in Europe, North America, China, Japan, India and many other countries, are the company's main shareholders. On a day-to-day basis, this is reflected in the strong involvement of our teams, collaborative processes and short decision paths.Our company, supported by first-class investment funds and based on strong values of entrepreneurship, respect and honesty, pursues both a strategy of strong growth and a commitment to social and environmental responsibility.Key ResponsibilitiesAs part of our Sales Operation team you will work as a Sales Administration Advisor.You Will Be Involved In The Following Activities Creation and administration of customers Contract processing and administration within the ERP  Complete processing of the project sheet for customer orders within the ERP system  Opening and management of customer access through the administration tool Invoicing and issuance of customer credit notes Monitoring of services project financial results Follow-up and monitoring of services project achievements Respond to financial and contractual requests Review of sales contracts, and identification of administrative and financial clauses Collaboration and intermediary with teams in English internationally (Sales, Accounting, PM, Support, etc) Monitoring, analysis, and document management: managing the filing and archiving processThe list of missions listed above is not exhaustive.Required ProfileEducation and experience: Fluent in English French and other languages appreciated 3 years of Sales Administration and/or accounting experience appreciated Experience in a similar position or with similar requirements, Experience in a multinational environment  Experience using an ERP or other similar software Ease using Excel  Technical accounting and contractual knowledgePersonal Attributes Very rigorous, organized, and a sense of priority Great adaptation skills and capacity to manage high stress situations General knowledge of sales administrative management of contracts Ability to analyse and synthesize Propose improvement measures Relational skills in dialogue with multi-country stakeholders Autonomous, dynamic, and dedicated Ability to adapt, integrate and learn quickly Team player",Questel,"Tunis, Tunis, Tunisia",Mid-Senior level,Full-time,Sales and Business Development,IT Services and IT Consulting
2023-11,"Anúncio de emprego: Recruta-se Formador/a para Vidigueira:6571 Técnicas de posicionamento, mo","Anúncio de emprego: Recruta-se Formador/a para Vidigueira:6571 Técnicas de posicionamento, mo:Mutação - Consultoria, Estudos e Serv. FormaçãoOfertaDescrição do emprego:Recruta-se Formador/a para Vidigueira:6571 Técnicas de posicionamento, mobilização e transferência»Mutação - Consultoria, Estudos e Serv. Formação»5-5-2024»Ref: 7396330»Beja»Educação / FormaçãoDetalhe Da OfertaA Mutação, Lda. empresa de Formação e Consultoria está a recrutar Formador/a para Vidigueira em horário Pós-laboral e formação presencial, com experiência relevante no seguinte módulo:6571 - Técnicas de posicionamento, mobilização, transferência e transporteO/as interessados/as deverão remeter via e-mail a seguinte documentação: Cópia CV detalhado; Cópia Certificado de Habilitações; Cópia CAP/CCP ou indicação de isenção; Cópia Comprovativos de Experiência Pedagógica,para o seguinte endereço: *** Candidatura Online ***CompetênciasMais Ofertas de Emprego Semelhantes:","Mutação - Consultoria, Estudos e Serviços de Formação, Lda.","Béja, Béja, Tunisia",Entry level,Full-time,Education and Training,Education Administration Programs
2023-11,Oferta de emprego: Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de confli,"Oferta de emprego: Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de confli:Mutação - Consultoria, Estudos e Serv. FormaçãoOfertaDescrição do emprego:Recruta-se formador/a para Santana da Serra - 10005 Gestão de equipas e de conflitos»Mutação - Consultoria, Estudos e Serv. Formação»Ref: 7297212»12-12-2024»Beja»Educação / FormaçãoDetalhe Da OfertaA Mutação, Lda. empresa de Formação e Consultoria está a recrutar Formador/a para Santana da Serra, em horário laboral e formação presencial, com experiência relevante no seguinte módulo:10005 - Gestão de equipas e de conflitosO/as interessados/as deverão remeter via e-mail a seguinte documentação: Cópia CV detalhado; Cópia Certificado de Habilitações; Cópia CAP/CCP ou indicação de isenção; Cópia Comprovativos de Experiência Pedagógica,para o seguinte endereço: *** Candidatura Online ***","Mutação - Consultoria, Estudos e Serviços de Formação, Lda.","Béja, Béja, Tunisia",Mid-Senior level,Full-time,Education and Training,Education Administration Programs
